date,year,month,purpose,arrivals
1992-11-01,1992,11,Total (Reason for Journey),255040
1992-12-01,1992,12,Total (Reason for Journey),302400
1993-01-01,1993,1,Total (Reason for Journey),242760
1993-02-01,1993,2,Total (Reason for Journey),245460
1993-03-01,1993,3,Total (Reason for Journey),257950
1993-04-01,1993,4,Total (Reason for Journey),226320
1993-05-01,1993,5,Total (Reason for Journey),213410
1993-06-01,1993,6,Total (Reason for Journey),204580
1993-07-01,1993,7,Total (Reason for Journey),244620
1993-08-01,1993,8,Total (Reason for Journey),239930
1993-09-01,1993,9,Total (Reason for Journey),224030
1993-10-01,1993,10,Total (Reason for Journey),267220
1993-11-01,1993,11,Total (Reason for Journey),285910
1993-12-01,1993,12,Total (Reason for Journey),344040
1994-01-01,1994,1,Total (Reason for Journey),250530
1994-02-01,1994,2,Total (Reason for Journey),304280
1994-03-01,1994,3,Total (Reason for Journey),307400
1994-04-01,1994,4,Total (Reason for Journey),255130
1994-05-01,1994,5,Total (Reason for Journey),214940
1994-06-01,1994,6,Total (Reason for Journey),230940
1994-07-01,1994,7,Total (Reason for Journey),282510
1994-08-01,1994,8,Total (Reason for Journey),265430
1994-09-01,1994,9,Total (Reason for Journey),253970
1994-10-01,1994,10,Total (Reason for Journey),301590
1994-11-01,1994,11,Total (Reason for Journey),311000
1994-12-01,1994,12,Total (Reason for Journey),384010
1995-01-01,1995,1,Total (Reason for Journey),303760
1995-02-01,1995,2,Total (Reason for Journey),319050
1995-03-01,1995,3,Total (Reason for Journey),313540
1995-04-01,1995,4,Total (Reason for Journey),294160
1995-05-01,1995,5,Total (Reason for Journey),244810
1995-06-01,1995,6,Total (Reason for Journey),261440
1995-07-01,1995,7,Total (Reason for Journey),329740
1995-08-01,1995,8,Total (Reason for Journey),304900
1995-09-01,1995,9,Total (Reason for Journey),268570
1995-10-01,1995,10,Total (Reason for Journey),320660
1995-11-01,1995,11,Total (Reason for Journey),342930
1995-12-01,1995,12,Total (Reason for Journey),422260
1996-01-01,1996,1,Total (Reason for Journey),317210
1996-02-01,1996,2,Total (Reason for Journey),392690
1996-03-01,1996,3,Total (Reason for Journey),365550
1996-04-01,1996,4,Total (Reason for Journey),333200
1996-05-01,1996,5,Total (Reason for Journey),261510
1996-06-01,1996,6,Total (Reason for Journey),306930
1996-07-01,1996,7,Total (Reason for Journey),358230
1996-08-01,1996,8,Total (Reason for Journey),329240
1996-09-01,1996,9,Total (Reason for Journey),309160
1996-10-01,1996,10,Total (Reason for Journey),350360
1996-11-01,1996,11,Total (Reason for Journey),375570
1996-12-01,1996,12,Total (Reason for Journey),465180
1997-01-01,1997,1,Total (Reason for Journey),342890
1997-02-01,1997,2,Total (Reason for Journey),407960
1997-03-01,1997,3,Total (Reason for Journey),390900
1997-04-01,1997,4,Total (Reason for Journey),325900
1997-05-01,1997,5,Total (Reason for Journey),289100
1997-06-01,1997,6,Total (Reason for Journey),308180
1997-07-01,1997,7,Total (Reason for Journey),397360
1997-08-01,1997,8,Total (Reason for Journey),330430
1997-09-01,1997,9,Total (Reason for Journey),330940
1997-10-01,1997,10,Total (Reason for Journey),366480
1997-11-01,1997,11,Total (Reason for Journey),379460
1997-12-01,1997,12,Total (Reason for Journey),448280
1998-01-01,1998,1,Total (Reason for Journey),346230
1998-02-01,1998,2,Total (Reason for Journey),353610
1998-03-01,1998,3,Total (Reason for Journey),338560
1998-04-01,1998,4,Total (Reason for Journey),341080
1998-05-01,1998,5,Total (Reason for Journey),283400
1998-06-01,1998,6,Total (Reason for Journey),304190
1998-07-01,1998,7,Total (Reason for Journey),372300
1998-08-01,1998,8,Total (Reason for Journey),323680
1998-09-01,1998,9,Total (Reason for Journey),323860
1998-10-01,1998,10,Total (Reason for Journey),354750
1998-11-01,1998,11,Total (Reason for Journey),367910
1998-12-01,1998,12,Total (Reason for Journey),457640
1999-01-01,1999,1,Total (Reason for Journey),350980
1999-02-01,1999,2,Total (Reason for Journey),398570
1999-03-01,1999,3,Total (Reason for Journey),389020
1999-04-01,1999,4,Total (Reason for Journey),334130
1999-05-01,1999,5,Total (Reason for Journey),298130
1999-06-01,1999,6,Total (Reason for Journey),317060
1999-07-01,1999,7,Total (Reason for Journey),388460
1999-08-01,1999,8,Total (Reason for Journey),355610
1999-09-01,1999,9,Total (Reason for Journey),353130
1999-10-01,1999,10,Total (Reason for Journey),396980
1999-11-01,1999,11,Total (Reason for Journey),416670
1999-12-01,1999,12,Total (Reason for Journey),460780
2000-01-01,2000,1,Total (Reason for Journey),360800
2000-02-01,2000,2,Total (Reason for Journey),434590
2000-03-01,2000,3,Total (Reason for Journey),411860
2000-04-01,2000,4,Total (Reason for Journey),405620
2000-05-01,2000,5,Total (Reason for Journey),319350
2000-06-01,2000,6,Total (Reason for Journey),347940
2000-07-01,2000,7,Total (Reason for Journey),429030
2000-08-01,2000,8,Total (Reason for Journey),372850
2000-09-01,2000,9,Total (Reason for Journey),402970
2000-10-01,2000,10,Total (Reason for Journey),426510
2000-11-01,2000,11,Total (Reason for Journey),459910
2000-12-01,2000,12,Total (Reason for Journey),559930
2001-01-01,2001,1,Total (Reason for Journey),416600
2001-02-01,2001,2,Total (Reason for Journey),429200
2001-03-01,2001,3,Total (Reason for Journey),428750
2001-04-01,2001,4,Total (Reason for Journey),405380
2001-05-01,2001,5,Total (Reason for Journey),330180
2001-06-01,2001,6,Total (Reason for Journey),370020
2001-07-01,2001,7,Total (Reason for Journey),446880
2001-08-01,2001,8,Total (Reason for Journey),384590
2001-09-01,2001,9,Total (Reason for Journey),366290
2001-10-01,2001,10,Total (Reason for Journey),378470
2001-11-01,2001,11,Total (Reason for Journey),376190
2001-12-01,2001,12,Total (Reason for Journey),523190
2002-01-01,2002,1,Total (Reason for Journey),379290
2002-02-01,2002,2,Total (Reason for Journey),437240
2002-03-01,2002,3,Total (Reason for Journey),446500
2002-04-01,2002,4,Total (Reason for Journey),360310
2002-05-01,2002,5,Total (Reason for Journey),329950
2002-06-01,2002,6,Total (Reason for Journey),339390
2002-07-01,2002,7,Total (Reason for Journey),418160
2002-08-01,2002,8,Total (Reason for Journey),371940
2002-09-01,2002,9,Total (Reason for Journey),358570
2002-10-01,2002,10,Total (Reason for Journey),428860
2002-11-01,2002,11,Total (Reason for Journey),437020
2002-12-01,2002,12,Total (Reason for Journey),533970
2003-01-01,2003,1,Total (Reason for Journey),396650
2003-02-01,2003,2,Total (Reason for Journey),427480
2003-03-01,2003,3,Total (Reason for Journey),392470
2003-04-01,2003,4,Total (Reason for Journey),321510
2003-05-01,2003,5,Total (Reason for Journey),260900
2003-06-01,2003,6,Total (Reason for Journey),308270
2003-07-01,2003,7,Total (Reason for Journey),415510
2003-08-01,2003,8,Total (Reason for Journey),362250
2003-09-01,2003,9,Total (Reason for Journey),385600
2003-10-01,2003,10,Total (Reason for Journey),435330
2003-11-01,2003,11,Total (Reason for Journey),473280
2003-12-01,2003,12,Total (Reason for Journey),566600
2004-01-01,2004,1,Total (Reason for Journey),420170
2004-02-01,2004,2,Total (Reason for Journey),454820
2004-03-01,2004,3,Total (Reason for Journey),432280
2004-04-01,2004,4,Total (Reason for Journey),402790
2004-05-01,2004,5,Total (Reason for Journey),341260
2004-06-01,2004,6,Total (Reason for Journey),367280
2004-07-01,2004,7,Total (Reason for Journey),467550
2004-08-01,2004,8,Total (Reason for Journey),403060
2004-09-01,2004,9,Total (Reason for Journey),393510
2004-10-01,2004,10,Total (Reason for Journey),447380
2004-11-01,2004,11,Total (Reason for Journey),478020
2004-12-01,2004,12,Total (Reason for Journey),591390
2005-01-01,2005,1,Total (Reason for Journey),456920
2005-02-01,2005,2,Total (Reason for Journey),498780
2005-03-01,2005,3,Total (Reason for Journey),502090
2005-04-01,2005,4,Total (Reason for Journey),406580
2005-05-01,2005,5,Total (Reason for Journey),351290
2005-06-01,2005,6,Total (Reason for Journey),377010
2005-07-01,2005,7,Total (Reason for Journey),497040
2005-08-01,2005,8,Total (Reason for Journey),429260
2005-09-01,2005,9,Total (Reason for Journey),412070
2005-10-01,2005,10,Total (Reason for Journey),461870
2005-11-01,2005,11,Total (Reason for Journey),470670
2005-12-01,2005,12,Total (Reason for Journey),599250
2006-01-01,2006,1,Total (Reason for Journey),461400
2006-02-01,2006,2,Total (Reason for Journey),485000
2006-03-01,2006,3,Total (Reason for Journey),473440
2006-04-01,2006,4,Total (Reason for Journey),435040
2006-05-01,2006,5,Total (Reason for Journey),342940
2006-06-01,2006,6,Total (Reason for Journey),379660
2006-07-01,2006,7,Total (Reason for Journey),478190
2006-08-01,2006,8,Total (Reason for Journey),410200
2006-09-01,2006,9,Total (Reason for Journey),423460
2006-10-01,2006,10,Total (Reason for Journey),472930
2006-11-01,2006,11,Total (Reason for Journey),489990
2006-12-01,2006,12,Total (Reason for Journey),640870
2007-01-01,2007,1,Total (Reason for Journey),451030
2007-02-01,2007,2,Total (Reason for Journey),510170
2007-03-01,2007,3,Total (Reason for Journey),520020
2007-04-01,2007,4,Total (Reason for Journey),434940
2007-05-01,2007,5,Total (Reason for Journey),364730
2007-06-01,2007,6,Total (Reason for Journey),397960
2007-07-01,2007,7,Total (Reason for Journey),482790
2007-08-01,2007,8,Total (Reason for Journey),434750
2007-09-01,2007,9,Total (Reason for Journey),434110
2007-10-01,2007,10,Total (Reason for Journey),468840
2007-11-01,2007,11,Total (Reason for Journey),499210
2007-12-01,2007,12,Total (Reason for Journey),614830
2008-01-01,2008,1,Total (Reason for Journey),440630
2008-02-01,2008,2,Total (Reason for Journey),546410
2008-03-01,2008,3,Total (Reason for Journey),513720
2008-04-01,2008,4,Total (Reason for Journey),424310
2008-05-01,2008,5,Total (Reason for Journey),380020
2008-06-01,2008,6,Total (Reason for Journey),382460
2008-07-01,2008,7,Total (Reason for Journey),530450
2008-08-01,2008,8,Total (Reason for Journey),418750
2008-09-01,2008,9,Total (Reason for Journey),400010
2008-10-01,2008,10,Total (Reason for Journey),455740
2008-11-01,2008,11,Total (Reason for Journey),470350
2008-12-01,2008,12,Total (Reason for Journey),611800
2009-01-01,2009,1,Total (Reason for Journey),451880
2009-02-01,2009,2,Total (Reason for Journey),501770
2009-03-01,2009,3,Total (Reason for Journey),486840
2009-04-01,2009,4,Total (Reason for Journey),452830
2009-05-01,2009,5,Total (Reason for Journey),372920
2009-06-01,2009,6,Total (Reason for Journey),362280
2009-07-01,2009,7,Total (Reason for Journey),458960
2009-08-01,2009,8,Total (Reason for Journey),413160
2009-09-01,2009,9,Total (Reason for Journey),437290
2009-10-01,2009,10,Total (Reason for Journey),484820
2009-11-01,2009,11,Total (Reason for Journey),485250
2009-12-01,2009,12,Total (Reason for Journey),649360
2010-01-01,2010,1,Total (Reason for Journey),448710
2010-02-01,2010,2,Total (Reason for Journey),560130
2010-03-01,2010,3,Total (Reason for Journey),526330
2010-04-01,2010,4,Total (Reason for Journey),428900
2010-05-01,2010,5,Total (Reason for Journey),374960
2010-06-01,2010,6,Total (Reason for Journey),403700
2010-07-01,2010,7,Total (Reason for Journey),510930
2010-08-01,2010,8,Total (Reason for Journey),451310
2010-09-01,2010,9,Total (Reason for Journey),475680
2010-10-01,2010,10,Total (Reason for Journey),494460
2010-11-01,2010,11,Total (Reason for Journey),518090
2010-12-01,2010,12,Total (Reason for Journey),678360
2011-01-01,2011,1,Total (Reason for Journey),473780
2011-02-01,2011,2,Total (Reason for Journey),565140
2011-03-01,2011,3,Total (Reason for Journey),500100
2011-04-01,2011,4,Total (Reason for Journey),460320
2011-05-01,2011,5,Total (Reason for Journey),384520
2011-06-01,2011,6,Total (Reason for Journey),387680
2011-07-01,2011,7,Total (Reason for Journey),505640
2011-08-01,2011,8,Total (Reason for Journey),467010
2011-09-01,2011,9,Total (Reason for Journey),431040
2011-10-01,2011,10,Total (Reason for Journey),499530
2011-11-01,2011,11,Total (Reason for Journey),522760
2011-12-01,2011,12,Total (Reason for Journey),674790
2012-01-01,2012,1,Total (Reason for Journey),501990
2012-02-01,2012,2,Total (Reason for Journey),565750
2012-03-01,2012,3,Total (Reason for Journey),543830
2012-04-01,2012,4,Total (Reason for Journey),465100
2012-05-01,2012,5,Total (Reason for Journey),393430
2012-06-01,2012,6,Total (Reason for Journey),420510
2012-07-01,2012,7,Total (Reason for Journey),499860
2012-08-01,2012,8,Total (Reason for Journey),498740
2012-09-01,2012,9,Total (Reason for Journey),475470
2012-10-01,2012,10,Total (Reason for Journey),521010
2012-11-01,2012,11,Total (Reason for Journey),560100
2012-12-01,2012,12,Total (Reason for Journey),721320
2013-01-01,2013,1,Total (Reason for Journey),488670
2013-02-01,2013,2,Total (Reason for Journey),616970
2013-03-01,2013,3,Total (Reason for Journey),588870
2013-04-01,2013,4,Total (Reason for Journey),461540
2013-05-01,2013,5,Total (Reason for Journey),413330
2013-06-01,2013,6,Total (Reason for Journey),447520
2013-07-01,2013,7,Total (Reason for Journey),530910
2013-08-01,2013,8,Total (Reason for Journey),529350
2013-09-01,2013,9,Total (Reason for Journey),493890
2013-10-01,2013,10,Total (Reason for Journey),542760
2013-11-01,2013,11,Total (Reason for Journey),578130
2013-12-01,2013,12,Total (Reason for Journey),789760
2014-01-01,2014,1,Total (Reason for Journey),562510
2014-02-01,2014,2,Total (Reason for Journey),637630
2014-03-01,2014,3,Total (Reason for Journey),600820
2014-04-01,2014,4,Total (Reason for Journey),528560
2014-05-01,2014,5,Total (Reason for Journey),472880
2014-06-01,2014,6,Total (Reason for Journey),457900
2014-07-01,2014,7,Total (Reason for Journey),589650
2014-08-01,2014,8,Total (Reason for Journey),540910
2014-09-01,2014,9,Total (Reason for Journey),521750
2014-10-01,2014,10,Total (Reason for Journey),586680
2014-11-01,2014,11,Total (Reason for Journey),611230
2014-12-01,2014,12,Total (Reason for Journey),811830
2015-01-01,2015,1,Total (Reason for Journey),547430
2015-02-01,2015,2,Total (Reason for Journey),726060
2015-03-01,2015,3,Total (Reason for Journey),679270
2015-04-01,2015,4,Total (Reason for Journey),550150
2015-05-01,2015,5,Total (Reason for Journey),485660
2015-06-01,2015,6,Total (Reason for Journey),488150
2015-07-01,2015,7,Total (Reason for Journey),628270
2015-08-01,2015,8,Total (Reason for Journey),574140
2015-09-01,2015,9,Total (Reason for Journey),571990
2015-10-01,2015,10,Total (Reason for Journey),625800
2015-11-01,2015,11,Total (Reason for Journey),671540
2015-12-01,2015,12,Total (Reason for Journey),901320
2016-01-01,2016,1,Total (Reason for Journey),617670
2016-02-01,2016,2,Total (Reason for Journey),798610
2016-03-01,2016,3,Total (Reason for Journey),757350
2016-04-01,2016,4,Total (Reason for Journey),610500
2016-05-01,2016,5,Total (Reason for Journey),541280
2016-06-01,2016,6,Total (Reason for Journey),555070
2016-07-01,2016,7,Total (Reason for Journey),715780
2016-08-01,2016,8,Total (Reason for Journey),632140
2016-09-01,2016,9,Total (Reason for Journey),647040
2016-10-01,2016,10,Total (Reason for Journey),695920
2016-11-01,2016,11,Total (Reason for Journey),721830
2016-12-01,2016,12,Total (Reason for Journey),976150
2017-01-01,2017,1,Total (Reason for Journey),723990
2017-02-01,2017,2,Total (Reason for Journey),787580
2017-03-01,2017,3,Total (Reason for Journey),772230
2017-04-01,2017,4,Total (Reason for Journey),700010
2017-05-01,2017,5,Total (Reason for Journey),579090
2017-06-01,2017,6,Total (Reason for Journey),606010
2017-07-01,2017,7,Total (Reason for Journey),746410
2017-08-01,2017,8,Total (Reason for Journey),702900
2017-09-01,2017,9,Total (Reason for Journey),663590
2017-10-01,2017,10,Total (Reason for Journey),741360
2017-11-01,2017,11,Total (Reason for Journey),777090
2017-12-01,2017,12,Total (Reason for Journey),1015040
2018-01-01,2018,1,Total (Reason for Journey),702580
2018-02-01,2018,2,Total (Reason for Journey),914530
2018-03-01,2018,3,Total (Reason for Journey),872350
2018-04-01,2018,4,Total (Reason for Journey),679780
2018-05-01,2018,5,Total (Reason for Journey),609450
2018-06-01,2018,6,Total (Reason for Journey),646650
2018-07-01,2018,7,Total (Reason for Journey),774360
2018-08-01,2018,8,Total (Reason for Journey),741710
2018-09-01,2018,9,Total (Reason for Journey),690190
2018-10-01,2018,10,Total (Reason for Journey),753960
2018-11-01,2018,11,Total (Reason for Journey),802160
2018-12-01,2018,12,Total (Reason for Journey),1057900
2019-01-01,2019,1,Total (Reason for Journey),731130
2019-02-01,2019,2,Total (Reason for Journey),927240
2019-03-01,2019,3,Total (Reason for Journey),836350
2019-04-01,2019,4,Total (Reason for Journey),700370
2019-05-01,2019,5,Total (Reason for Journey),668280
2019-06-01,2019,6,Total (Reason for Journey),660340
2019-07-01,2019,7,Total (Reason for Journey),790380
2019-08-01,2019,8,Total (Reason for Journey),789200
2019-09-01,2019,9,Total (Reason for Journey),694960
2019-10-01,2019,10,Total (Reason for Journey),774020
2019-11-01,2019,11,Total (Reason for Journey),815910
2019-12-01,2019,12,Total (Reason for Journey),1077720
2020-01-01,2020,1,Total (Reason for Journey),766590
2020-02-01,2020,2,Total (Reason for Journey),685410
2020-03-01,2020,3,Total (Reason for Journey),331890
2020-04-01,2020,4,Total (Reason for Journey),2250
2020-05-01,2020,5,Total (Reason for Journey),3440
2020-06-01,2020,6,Total (Reason for Journey),5400
2020-07-01,2020,7,Total (Reason for Journey),3530
2020-08-01,2020,8,Total (Reason for Journey),3030
2020-09-01,2020,9,Total (Reason for Journey),3720
2020-10-01,2020,10,Total (Reason for Journey),6070
2020-11-01,2020,11,Total (Reason for Journey),7570
2020-12-01,2020,12,Total (Reason for Journey),8820
2021-01-01,2021,1,Total (Reason for Journey),7990
2021-02-01,2021,2,Total (Reason for Journey),6260
2021-03-01,2021,3,Total (Reason for Journey),8320
2021-04-01,2021,4,Total (Reason for Journey),22610
2021-05-01,2021,5,Total (Reason for Journey),36190
2021-06-01,2021,6,Total (Reason for Journey),36770
2021-07-01,2021,7,Total (Reason for Journey),18720
2021-08-01,2021,8,Total (Reason for Journey),6390
2021-09-01,2021,9,Total (Reason for Journey),4430
2021-10-01,2021,10,Total (Reason for Journey),4410
2021-11-01,2021,11,Total (Reason for Journey),20860
2021-12-01,2021,12,Total (Reason for Journey),73290
2022-01-01,2022,1,Total (Reason for Journey),60760
2022-02-01,2022,2,Total (Reason for Journey),90460
2022-03-01,2022,3,Total (Reason for Journey),170250
2022-04-01,2022,4,Total (Reason for Journey),235460
2022-05-01,2022,5,Total (Reason for Journey),231480
2022-06-01,2022,6,Total (Reason for Journey),275300
2022-07-01,2022,7,Total (Reason for Journey),325680
2022-08-01,2022,8,Total (Reason for Journey),348440
2022-09-01,2022,9,Total (Reason for Journey),371850
2022-10-01,2022,10,Total (Reason for Journey),430470
2022-11-01,2022,11,Total (Reason for Journey),505240
2022-12-01,2022,12,Total (Reason for Journey),648970
2023-01-01,2023,1,Total (Reason for Journey),412410
2023-02-01,2023,2,Total (Reason for Journey),600710
2023-03-01,2023,3,Total (Reason for Journey),613340
2023-04-01,2023,4,Total (Reason for Journey),544920
2023-05-01,2023,5,Total (Reason for Journey),512330
2023-06-01,2023,6,Total (Reason for Journey),542080
2023-07-01,2023,7,Total (Reason for Journey),625120
2023-08-01,2023,8,Total (Reason for Journey),603360
2023-09-01,2023,9,Total (Reason for Journey),584620
2023-10-01,2023,10,Total (Reason for Journey),607930
2023-11-01,2023,11,Total (Reason for Journey),663760
2023-12-01,2023,12,Total (Reason for Journey),876860
2024-01-01,2024,1,Total (Reason for Journey),603770
2024-02-01,2024,2,Total (Reason for Journey),857950
2024-03-01,2024,3,Total (Reason for Journey),761050
2024-04-01,2024,4,Total (Reason for Journey),593090
2024-05-01,2024,5,Total (Reason for Journey),600780
2024-06-01,2024,6,Total (Reason for Journey),587760
2024-07-01,2024,7,Total (Reason for Journey),658970
2024-08-01,2024,8,Total (Reason for Journey),658810
2024-09-01,2024,9,Total (Reason for Journey),630700
2024-10-01,2024,10,Total (Reason for Journey),677410
2024-11-01,2024,11,Total (Reason for Journey),695360
2024-12-01,2024,12,Total (Reason for Journey),945280
2025-01-01,2025,1,Total (Reason for Journey),710040
2025-02-01,2025,2,Total (Reason for Journey),787770
2025-03-01,2025,3,Total (Reason for Journey),761230
2025-04-01,2025,4,Total (Reason for Journey),641150
2025-05-01,2025,5,Total (Reason for Journey),611180
2025-06-01,2025,6,Total (Reason for Journey),624510
2025-07-01,2025,7,Total (Reason for Journey),743210
2025-08-01,2025,8,Total (Reason for Journey),753320
2025-09-01,2025,9,Total (Reason for Journey),696500
2025-10-01,2025,10,Total (Reason for Journey),740650
2025-11-01,2025,11,Total (Reason for Journey),831170
2025-12-01,2025,12,Total (Reason for Journey),1036660
2026-01-01,2026,1,Total (Reason for Journey),716680
2026-02-01,2026,2,Total (Reason for Journey),943220
