date,year,month,purpose,arrivals
2015-09-01,2015,9,Holiday,265520
2015-10-01,2015,10,Holiday,314870
2015-11-01,2015,11,Holiday,342780
2015-12-01,2015,12,Holiday,476820
2016-01-01,2016,1,Holiday,318620
2016-02-01,2016,2,Holiday,411650
2016-03-01,2016,3,Holiday,397040
2016-04-01,2016,4,Holiday,310130
2016-05-01,2016,5,Holiday,273960
2016-06-01,2016,6,Holiday,277630
2016-07-01,2016,7,Holiday,344480
2016-08-01,2016,8,Holiday,340540
2016-09-01,2016,9,Holiday,329200
2016-10-01,2016,10,Holiday,345940
2016-11-01,2016,11,Holiday,384920
2016-12-01,2016,12,Holiday,515890
2017-01-01,2017,1,Holiday,392440
2017-02-01,2017,2,Holiday,358810
2017-03-01,2017,3,Holiday,404940
2017-04-01,2017,4,Holiday,366370
2017-05-01,2017,5,Holiday,297530
2017-06-01,2017,6,Holiday,300790
2017-07-01,2017,7,Holiday,332950
2017-08-01,2017,8,Holiday,359360
2017-09-01,2017,9,Holiday,309320
2017-10-01,2017,10,Holiday,356260
2017-11-01,2017,11,Holiday,380920
2017-12-01,2017,12,Holiday,487950
2018-01-01,2018,1,Holiday,323630
2018-02-01,2018,2,Holiday,449380
2018-03-01,2018,3,Holiday,408660
2018-04-01,2018,4,Holiday,309640
2018-05-01,2018,5,Holiday,270190
2018-06-01,2018,6,Holiday,301160
2018-07-01,2018,7,Holiday,330840
2018-08-01,2018,8,Holiday,376230
2018-09-01,2018,9,Holiday,318330
2018-10-01,2018,10,Holiday,351170
2018-11-01,2018,11,Holiday,390830
2018-12-01,2018,12,Holiday,509280
2019-01-01,2019,1,Holiday,353090
2019-02-01,2019,2,Holiday,441800
2019-03-01,2019,3,Holiday,400350
2019-04-01,2019,4,Holiday,323290
2019-05-01,2019,5,Holiday,314820
2019-06-01,2019,6,Holiday,311440
2019-07-01,2019,7,Holiday,347490
2019-08-01,2019,8,Holiday,401070
2019-09-01,2019,9,Holiday,311880
2019-10-01,2019,10,Holiday,361630
2019-11-01,2019,11,Holiday,393980
2019-12-01,2019,12,Holiday,514880
2020-01-01,2020,1,Holiday,377820
2020-02-01,2020,2,Holiday,285580
2020-03-01,2020,3,Holiday,124450
2020-04-01,2020,4,Holiday,150
2020-05-01,2020,5,Holiday,120
2020-06-01,2020,6,Holiday,130
2020-07-01,2020,7,Holiday,120
2020-08-01,2020,8,Holiday,50
2020-09-01,2020,9,Holiday,70
2020-10-01,2020,10,Holiday,140
2020-11-01,2020,11,Holiday,290
2020-12-01,2020,12,Holiday,420
2021-01-01,2021,1,Holiday,230
2021-02-01,2021,2,Holiday,180
2021-03-01,2021,3,Holiday,270
2021-04-01,2021,4,Holiday,1970
2021-05-01,2021,5,Holiday,4070
2021-06-01,2021,6,Holiday,5660
2021-07-01,2021,7,Holiday,2670
2021-08-01,2021,8,Holiday,120
2021-09-01,2021,9,Holiday,40
2021-10-01,2021,10,Holiday,50
2021-11-01,2021,11,Holiday,1250
2021-12-01,2021,12,Holiday,4860
2022-01-01,2022,1,Holiday,4070
2022-02-01,2022,2,Holiday,6340
2022-03-01,2022,3,Holiday,22510
2022-04-01,2022,4,Holiday,42600
2022-05-01,2022,5,Holiday,50640
2022-06-01,2022,6,Holiday,76490
2022-07-01,2022,7,Holiday,93620
2022-08-01,2022,8,Holiday,104140
2022-09-01,2022,9,Holiday,111980
2022-10-01,2022,10,Holiday,157810
2022-11-01,2022,11,Holiday,173340
2022-12-01,2022,12,Holiday,212810
2023-01-01,2023,1,Holiday,160540
2023-02-01,2023,2,Holiday,218480
2023-03-01,2023,3,Holiday,229680
2023-04-01,2023,4,Holiday,213040
2023-05-01,2023,5,Holiday,195700
2023-06-01,2023,6,Holiday,217640
2023-07-01,2023,7,Holiday,253770
2023-08-01,2023,8,Holiday,267700
2023-09-01,2023,9,Holiday,239530
2023-10-01,2023,10,Holiday,252630
2023-11-01,2023,11,Holiday,278460
2023-12-01,2023,12,Holiday,357880
2024-01-01,2024,1,Holiday,262700
2024-02-01,2024,2,Holiday,391080
2024-03-01,2024,3,Holiday,334530
2024-04-01,2024,4,Holiday,256830
2024-05-01,2024,5,Holiday,258760
2024-06-01,2024,6,Holiday,250020
2024-07-01,2024,7,Holiday,284280
2024-08-01,2024,8,Holiday,310320
2024-09-01,2024,9,Holiday,264550
2024-10-01,2024,10,Holiday,299070
2024-11-01,2024,11,Holiday,296590
2024-12-01,2024,12,Holiday,399190
2025-01-01,2025,1,Holiday,348220
2025-02-01,2025,2,Holiday,315680
2025-03-01,2025,3,Holiday,336060
2025-04-01,2025,4,Holiday,261850
2025-05-01,2025,5,Holiday,260010
2025-06-01,2025,6,Holiday,277830
2025-07-01,2025,7,Holiday,330610
2025-08-01,2025,8,Holiday,367890
2025-09-01,2025,9,Holiday,301030
2025-10-01,2025,10,Holiday,338530
2025-11-01,2025,11,Holiday,379920
2025-12-01,2025,12,Holiday,458960
2026-01-01,2026,1,Holiday,318980
2026-02-01,2026,2,Holiday,447170
1991-01-01,1991,1,Employment,2610
1991-02-01,1991,2,Employment,1670
1991-03-01,1991,3,Employment,1650
1991-04-01,1991,4,Employment,2650
1991-05-01,1991,5,Employment,2550
1991-06-01,1991,6,Employment,2080
1991-07-01,1991,7,Employment,2170
1991-08-01,1991,8,Employment,2240
1991-09-01,1991,9,Employment,2570
1991-10-01,1991,10,Employment,2590
1991-11-01,1991,11,Employment,2310
1991-12-01,1991,12,Employment,1860
1992-01-01,1992,1,Employment,2980
1992-02-01,1992,2,Employment,1900
1992-03-01,1992,3,Employment,2300
1992-04-01,1992,4,Employment,2090
1992-05-01,1992,5,Employment,1860
1992-06-01,1992,6,Employment,1900
1992-07-01,1992,7,Employment,1900
1992-08-01,1992,8,Employment,1760
1992-09-01,1992,9,Employment,1410
1992-10-01,1992,10,Employment,1680
1992-11-01,1992,11,Employment,2150
1992-12-01,1992,12,Employment,1750
1993-01-01,1993,1,Employment,2460
1993-02-01,1993,2,Employment,2010
1993-03-01,1993,3,Employment,1910
1993-04-01,1993,4,Employment,1750
1993-05-01,1993,5,Employment,1560
1993-06-01,1993,6,Employment,1520
1993-07-01,1993,7,Employment,2160
1993-08-01,1993,8,Employment,2030
1993-09-01,1993,9,Employment,2320
1993-10-01,1993,10,Employment,2230
1993-11-01,1993,11,Employment,2060
1993-12-01,1993,12,Employment,2020
1994-01-01,1994,1,Employment,3570
1994-02-01,1994,2,Employment,2580
1994-03-01,1994,3,Employment,2410
1994-04-01,1994,4,Employment,3050
1994-05-01,1994,5,Employment,2100
1994-06-01,1994,6,Employment,1910
1994-07-01,1994,7,Employment,2850
1994-08-01,1994,8,Employment,2610
1994-09-01,1994,9,Employment,1380
1994-10-01,1994,10,Employment,1710
1994-11-01,1994,11,Employment,1500
1994-12-01,1994,12,Employment,1350
1995-01-01,1995,1,Employment,2350
1995-02-01,1995,2,Employment,1570
1995-03-01,1995,3,Employment,1890
1995-04-01,1995,4,Employment,1880
1995-05-01,1995,5,Employment,1670
1995-06-01,1995,6,Employment,1900
1995-07-01,1995,7,Employment,1860
1995-08-01,1995,8,Employment,1660
1995-09-01,1995,9,Employment,1750
1995-10-01,1995,10,Employment,1950
1995-11-01,1995,11,Employment,1650
1995-12-01,1995,12,Employment,1540
1996-01-01,1996,1,Employment,2650
1996-02-01,1996,2,Employment,1970
1996-03-01,1996,3,Employment,1990
1996-04-01,1996,4,Employment,2150
1996-05-01,1996,5,Employment,1360
1996-06-01,1996,6,Employment,1790
1996-07-01,1996,7,Employment,2250
1996-08-01,1996,8,Employment,1690
1996-09-01,1996,9,Employment,1720
1996-10-01,1996,10,Employment,2250
1996-11-01,1996,11,Employment,2060
1996-12-01,1996,12,Employment,1800
1997-01-01,1997,1,Employment,3210
1997-02-01,1997,2,Employment,1850
1997-03-01,1997,3,Employment,2310
1997-04-01,1997,4,Employment,2100
1997-05-01,1997,5,Employment,1710
1997-06-01,1997,6,Employment,2640
1997-07-01,1997,7,Employment,2430
1997-08-01,1997,8,Employment,2470
1997-09-01,1997,9,Employment,2390
1997-10-01,1997,10,Employment,2500
1997-11-01,1997,11,Employment,2850
1997-12-01,1997,12,Employment,2110
1998-01-01,1998,1,Employment,3030
1998-02-01,1998,2,Employment,2730
1998-03-01,1998,3,Employment,1900
1998-04-01,1998,4,Employment,2440
1998-05-01,1998,5,Employment,2340
1998-06-01,1998,6,Employment,1970
1998-07-01,1998,7,Employment,3480
1998-08-01,1998,8,Employment,3740
1998-09-01,1998,9,Employment,3280
1998-10-01,1998,10,Employment,3990
1998-11-01,1998,11,Employment,3610
1998-12-01,1998,12,Employment,3490
1999-01-01,1999,1,Employment,5300
1999-02-01,1999,2,Employment,3760
1999-03-01,1999,3,Employment,3420
1999-04-01,1999,4,Employment,3520
1999-05-01,1999,5,Employment,3030
1999-06-01,1999,6,Employment,3840
1999-07-01,1999,7,Employment,4200
1999-08-01,1999,8,Employment,3610
1999-09-01,1999,9,Employment,3670
1999-10-01,1999,10,Employment,3420
1999-11-01,1999,11,Employment,3870
1999-12-01,1999,12,Employment,2940
2000-01-01,2000,1,Employment,4720
2000-02-01,2000,2,Employment,3530
2000-03-01,2000,3,Employment,3750
2000-04-01,2000,4,Employment,3900
2000-05-01,2000,5,Employment,3490
2000-06-01,2000,6,Employment,3240
2000-07-01,2000,7,Employment,4530
2000-08-01,2000,8,Employment,5170
2000-09-01,2000,9,Employment,6420
2000-10-01,2000,10,Employment,4190
2000-11-01,2000,11,Employment,4120
2000-12-01,2000,12,Employment,3320
2001-01-01,2001,1,Employment,5540
2001-02-01,2001,2,Employment,4600
2001-03-01,2001,3,Employment,3890
2001-04-01,2001,4,Employment,3490
2001-05-01,2001,5,Employment,3240
2001-06-01,2001,6,Employment,3190
2001-07-01,2001,7,Employment,4900
2001-08-01,2001,8,Employment,4690
2001-09-01,2001,9,Employment,5530
2001-10-01,2001,10,Employment,6780
2001-11-01,2001,11,Employment,5030
2001-12-01,2001,12,Employment,5910
2002-01-01,2002,1,Employment,9030
2002-02-01,2002,2,Employment,7210
2002-03-01,2002,3,Employment,9570
2002-04-01,2002,4,Employment,8500
2002-05-01,2002,5,Employment,6530
2002-06-01,2002,6,Employment,5650
2002-07-01,2002,7,Employment,5650
2002-08-01,2002,8,Employment,6410
2002-09-01,2002,9,Employment,6590
2002-10-01,2002,10,Employment,6140
2002-11-01,2002,11,Employment,6140
2002-12-01,2002,12,Employment,4430
2003-01-01,2003,1,Employment,7380
2003-02-01,2003,2,Employment,5860
2003-03-01,2003,3,Employment,5020
2003-04-01,2003,4,Employment,4210
2003-05-01,2003,5,Employment,4310
2003-06-01,2003,6,Employment,5460
2003-07-01,2003,7,Employment,8120
2003-08-01,2003,8,Employment,8120
2003-09-01,2003,9,Employment,8600
2003-10-01,2003,10,Employment,9660
2003-11-01,2003,11,Employment,8620
2003-12-01,2003,12,Employment,8530
2004-01-01,2004,1,Employment,12120
2004-02-01,2004,2,Employment,10370
2004-03-01,2004,3,Employment,8360
2004-04-01,2004,4,Employment,8810
2004-05-01,2004,5,Employment,9050
2004-06-01,2004,6,Employment,9050
2004-07-01,2004,7,Employment,6880
2004-08-01,2004,8,Employment,6120
2004-09-01,2004,9,Employment,6130
2004-10-01,2004,10,Employment,7550
2004-11-01,2004,11,Employment,7640
2004-12-01,2004,12,Employment,7210
2005-01-01,2005,1,Employment,8960
2005-02-01,2005,2,Employment,6570
2005-03-01,2005,3,Employment,8600
2005-04-01,2005,4,Employment,6460
2005-05-01,2005,5,Employment,6240
2005-06-01,2005,6,Employment,7430
2005-07-01,2005,7,Employment,9860
2005-08-01,2005,8,Employment,11130
2005-09-01,2005,9,Employment,10450
2005-10-01,2005,10,Employment,13860
2005-11-01,2005,11,Employment,11950
2005-12-01,2005,12,Employment,14010
2006-01-01,2006,1,Employment,14700
2006-02-01,2006,2,Employment,12200
2006-03-01,2006,3,Employment,12690
2006-04-01,2006,4,Employment,12930
2006-05-01,2006,5,Employment,12650
2006-06-01,2006,6,Employment,12850
2006-07-01,2006,7,Employment,14370
2006-08-01,2006,8,Employment,13570
2006-09-01,2006,9,Employment,14440
2006-10-01,2006,10,Employment,15240
2006-11-01,2006,11,Employment,14900
2006-12-01,2006,12,Employment,17950
2007-01-01,2007,1,Employment,16260
2007-02-01,2007,2,Employment,14710
2007-03-01,2007,3,Employment,14710
2007-04-01,2007,4,Employment,14020
2007-05-01,2007,5,Employment,13680
2007-06-01,2007,6,Employment,13790
2007-07-01,2007,7,Employment,13820
2007-08-01,2007,8,Employment,15530
2007-09-01,2007,9,Employment,14620
2007-10-01,2007,10,Employment,14680
2007-11-01,2007,11,Employment,17290
2007-12-01,2007,12,Employment,17530
2008-01-01,2008,1,Employment,18450
2008-02-01,2008,2,Employment,18200
2008-03-01,2008,3,Employment,16260
2008-04-01,2008,4,Employment,15670
2008-05-01,2008,5,Employment,13440
2008-06-01,2008,6,Employment,15770
2008-07-01,2008,7,Employment,15830
2008-08-01,2008,8,Employment,15250
2008-09-01,2008,9,Employment,16670
2008-10-01,2008,10,Employment,15950
2008-11-01,2008,11,Employment,16070
2008-12-01,2008,12,Employment,17800
2009-01-01,2009,1,Employment,19990
2009-02-01,2009,2,Employment,16810
2009-03-01,2009,3,Employment,16150
2009-04-01,2009,4,Employment,15060
2009-05-01,2009,5,Employment,13640
2009-06-01,2009,6,Employment,13240
2009-07-01,2009,7,Employment,13970
2009-08-01,2009,8,Employment,15330
2009-09-01,2009,9,Employment,15640
2009-10-01,2009,10,Employment,15490
2009-11-01,2009,11,Employment,14920
2009-12-01,2009,12,Employment,16760
2010-01-01,2010,1,Employment,18970
2010-02-01,2010,2,Employment,17680
2010-03-01,2010,3,Employment,16870
2010-04-01,2010,4,Employment,14750
2010-05-01,2010,5,Employment,13450
2010-06-01,2010,6,Employment,14690
2010-07-01,2010,7,Employment,15690
2010-08-01,2010,8,Employment,15000
2010-09-01,2010,9,Employment,16900
2010-10-01,2010,10,Employment,16380
2010-11-01,2010,11,Employment,16910
2010-12-01,2010,12,Employment,17280
2011-01-01,2011,1,Employment,20440
2011-02-01,2011,2,Employment,20020
2011-03-01,2011,3,Employment,17000
2011-04-01,2011,4,Employment,16290
2011-05-01,2011,5,Employment,15650
2011-06-01,2011,6,Employment,16130
2011-07-01,2011,7,Employment,17200
2011-08-01,2011,8,Employment,17590
2011-09-01,2011,9,Employment,18900
2011-10-01,2011,10,Employment,20820
2011-11-01,2011,11,Employment,18710
2011-12-01,2011,12,Employment,18060
2012-01-01,2012,1,Employment,24990
2012-02-01,2012,2,Employment,19950
2012-03-01,2012,3,Employment,19980
2012-04-01,2012,4,Employment,20390
2012-05-01,2012,5,Employment,17670
2012-06-01,2012,6,Employment,18320
2012-07-01,2012,7,Employment,19040
2012-08-01,2012,8,Employment,22600
2012-09-01,2012,9,Employment,18840
2012-10-01,2012,10,Employment,19310
2012-11-01,2012,11,Employment,17240
2012-12-01,2012,12,Employment,17640
2013-01-01,2013,1,Employment,27260
2013-02-01,2013,2,Employment,19860
2013-03-01,2013,3,Employment,21360
2013-04-01,2013,4,Employment,19150
2013-05-01,2013,5,Employment,15060
2013-06-01,2013,6,Employment,16660
2013-07-01,2013,7,Employment,16390
2013-08-01,2013,8,Employment,17120
2013-09-01,2013,9,Employment,18360
2013-10-01,2013,10,Employment,19750
2013-11-01,2013,11,Employment,17800
2013-12-01,2013,12,Employment,17320
2014-01-01,2014,1,Employment,27930
2014-02-01,2014,2,Employment,20630
2014-03-01,2014,3,Employment,18370
2014-04-01,2014,4,Employment,16800
2014-05-01,2014,5,Employment,14930
2014-06-01,2014,6,Employment,14970
2014-07-01,2014,7,Employment,16540
2014-08-01,2014,8,Employment,17060
2014-09-01,2014,9,Employment,19010
2014-10-01,2014,10,Employment,29010
2014-11-01,2014,11,Employment,26070
2014-12-01,2014,12,Employment,33500
2015-01-01,2015,1,Employment,32370
2015-02-01,2015,2,Employment,31270
2015-03-01,2015,3,Employment,24110
2015-04-01,2015,4,Employment,26120
2015-05-01,2015,5,Employment,25370
2015-06-01,2015,6,Employment,25130
2015-07-01,2015,7,Employment,28250
2015-08-01,2015,8,Employment,26710
2015-09-01,2015,9,Employment,21990
2015-10-01,2015,10,Employment,21260
2015-11-01,2015,11,Employment,27090
2015-12-01,2015,12,Employment,27430
2016-01-01,2016,1,Employment,26490
2016-02-01,2016,2,Employment,23670
2016-03-01,2016,3,Employment,23260
2016-04-01,2016,4,Employment,18450
2016-05-01,2016,5,Employment,18240
2016-06-01,2016,6,Employment,20010
2016-07-01,2016,7,Employment,23400
2016-08-01,2016,8,Employment,19600
2016-09-01,2016,9,Employment,23770
2016-10-01,2016,10,Employment,31860
2016-11-01,2016,11,Employment,22330
2016-12-01,2016,12,Employment,28100
2017-01-01,2017,1,Employment,35110
2017-02-01,2017,2,Employment,31630
2017-03-01,2017,3,Employment,21010
2017-04-01,2017,4,Employment,22200
2017-05-01,2017,5,Employment,18350
2017-06-01,2017,6,Employment,22900
2017-07-01,2017,7,Employment,16780
2017-08-01,2017,8,Employment,17610
2017-09-01,2017,9,Employment,19880
2017-10-01,2017,10,Employment,19550
2017-11-01,2017,11,Employment,17190
2017-12-01,2017,12,Employment,14410
2018-01-01,2018,1,Employment,25330
2018-02-01,2018,2,Employment,17550
2018-03-01,2018,3,Employment,17980
2018-04-01,2018,4,Employment,17270
2018-05-01,2018,5,Employment,15580
2018-06-01,2018,6,Employment,15270
2018-07-01,2018,7,Employment,14260
2018-08-01,2018,8,Employment,15790
2018-09-01,2018,9,Employment,19060
2018-10-01,2018,10,Employment,18460
2018-11-01,2018,11,Employment,17430
2018-12-01,2018,12,Employment,14860
2019-01-01,2019,1,Employment,26580
2019-02-01,2019,2,Employment,20300
2019-03-01,2019,3,Employment,17360
2019-04-01,2019,4,Employment,14970
2019-05-01,2019,5,Employment,17140
2019-06-01,2019,6,Employment,15910
2019-07-01,2019,7,Employment,14520
2019-08-01,2019,8,Employment,16360
2019-09-01,2019,9,Employment,19280
2019-10-01,2019,10,Employment,19610
2019-11-01,2019,11,Employment,18840
2019-12-01,2019,12,Employment,14780
2020-01-01,2020,1,Employment,29800
2020-02-01,2020,2,Employment,20320
2020-03-01,2020,3,Employment,10980
2020-04-01,2020,4,Employment,160
2020-05-01,2020,5,Employment,280
2020-06-01,2020,6,Employment,570
2020-07-01,2020,7,Employment,450
2020-08-01,2020,8,Employment,480
2020-09-01,2020,9,Employment,790
2020-10-01,2020,10,Employment,1160
2020-11-01,2020,11,Employment,1120
2020-12-01,2020,12,Employment,1110
2021-01-01,2021,1,Employment,1450
2021-02-01,2021,2,Employment,1140
2021-03-01,2021,3,Employment,1800
2021-04-01,2021,4,Employment,2040
2021-05-01,2021,5,Employment,2650
2021-06-01,2021,6,Employment,2630
2021-07-01,2021,7,Employment,1520
2021-08-01,2021,8,Employment,1800
2021-09-01,2021,9,Employment,1440
2021-10-01,2021,10,Employment,1870
2021-11-01,2021,11,Employment,1780
2021-12-01,2021,12,Employment,2630
2022-01-01,2022,1,Employment,4860
2022-02-01,2022,2,Employment,5450
2022-03-01,2022,3,Employment,8490
2022-04-01,2022,4,Employment,9430
2022-05-01,2022,5,Employment,10750
2022-06-01,2022,6,Employment,11510
2022-07-01,2022,7,Employment,11400
2022-08-01,2022,8,Employment,15190
2022-09-01,2022,9,Employment,17500
2022-10-01,2022,10,Employment,17860
2022-11-01,2022,11,Employment,20780
2022-12-01,2022,12,Employment,16740
2023-01-01,2023,1,Employment,27350
2023-02-01,2023,2,Employment,25640
2023-03-01,2023,3,Employment,24440
2023-04-01,2023,4,Employment,20950
2023-05-01,2023,5,Employment,21500
2023-06-01,2023,6,Employment,22860
2023-07-01,2023,7,Employment,20070
2023-08-01,2023,8,Employment,23180
2023-09-01,2023,9,Employment,26620
2023-10-01,2023,10,Employment,26170
2023-11-01,2023,11,Employment,28030
2023-12-01,2023,12,Employment,20820
2024-01-01,2024,1,Employment,39980
2024-02-01,2024,2,Employment,31150
2024-03-01,2024,3,Employment,29530
2024-04-01,2024,4,Employment,25760
2024-05-01,2024,5,Employment,24820
2024-06-01,2024,6,Employment,24140
2024-07-01,2024,7,Employment,21710
2024-08-01,2024,8,Employment,24080
2024-09-01,2024,9,Employment,28570
2024-10-01,2024,10,Employment,27360
2024-11-01,2024,11,Employment,27950
2024-12-01,2024,12,Employment,22660
2025-01-01,2025,1,Employment,42960
2025-02-01,2025,2,Employment,33410
2025-03-01,2025,3,Employment,30950
2025-04-01,2025,4,Employment,26980
2025-05-01,2025,5,Employment,26850
2025-06-01,2025,6,Employment,26830
2025-07-01,2025,7,Employment,24750
2025-08-01,2025,8,Employment,27580
2025-09-01,2025,9,Employment,32060
2025-10-01,2025,10,Employment,32560
2025-11-01,2025,11,Employment,34470
2025-12-01,2025,12,Employment,24390
2026-01-01,2026,1,Employment,49080
2026-02-01,2026,2,Employment,35620
1991-01-01,1991,1,Education,9860
1991-02-01,1991,2,Education,10890
1991-03-01,1991,3,Education,3690
1991-04-01,1991,4,Education,4190
1991-05-01,1991,5,Education,2830
1991-06-01,1991,6,Education,3270
1991-07-01,1991,7,Education,7380
1991-08-01,1991,8,Education,3860
1991-09-01,1991,9,Education,4000
1991-10-01,1991,10,Education,3510
1991-11-01,1991,11,Education,1990
1991-12-01,1991,12,Education,1970
1992-01-01,1992,1,Education,10020
1992-02-01,1992,2,Education,13500
1992-03-01,1992,3,Education,3060
1992-04-01,1992,4,Education,4700
1992-05-01,1992,5,Education,2610
1992-06-01,1992,6,Education,2920
1992-07-01,1992,7,Education,10200
1992-08-01,1992,8,Education,3280
1992-09-01,1992,9,Education,2950
1992-10-01,1992,10,Education,3930
1992-11-01,1992,11,Education,1960
1992-12-01,1992,12,Education,2200
1993-01-01,1993,1,Education,10330
1993-02-01,1993,2,Education,14870
1993-03-01,1993,3,Education,2850
1993-04-01,1993,4,Education,4360
1993-05-01,1993,5,Education,2680
1993-06-01,1993,6,Education,3330
1993-07-01,1993,7,Education,12790
1993-08-01,1993,8,Education,3720
1993-09-01,1993,9,Education,3660
1993-10-01,1993,10,Education,5400
1993-11-01,1993,11,Education,2510
1993-12-01,1993,12,Education,2220
1994-01-01,1994,1,Education,13140
1994-02-01,1994,2,Education,16600
1994-03-01,1994,3,Education,3800
1994-04-01,1994,4,Education,6600
1994-05-01,1994,5,Education,3460
1994-06-01,1994,6,Education,4570
1994-07-01,1994,7,Education,15380
1994-08-01,1994,8,Education,3930
1994-09-01,1994,9,Education,4420
1994-10-01,1994,10,Education,6380
1994-11-01,1994,11,Education,2640
1994-12-01,1994,12,Education,2460
1995-01-01,1995,1,Education,12350
1995-02-01,1995,2,Education,20420
1995-03-01,1995,3,Education,4210
1995-04-01,1995,4,Education,6800
1995-05-01,1995,5,Education,3800
1995-06-01,1995,6,Education,5780
1995-07-01,1995,7,Education,19620
1995-08-01,1995,8,Education,4550
1995-09-01,1995,9,Education,5540
1995-10-01,1995,10,Education,7640
1995-11-01,1995,11,Education,3570
1995-12-01,1995,12,Education,3500
1996-01-01,1996,1,Education,19590
1996-02-01,1996,2,Education,24090
1996-03-01,1996,3,Education,9060
1996-04-01,1996,4,Education,9330
1996-05-01,1996,5,Education,4650
1996-06-01,1996,6,Education,7190
1996-07-01,1996,7,Education,25930
1996-08-01,1996,8,Education,6470
1996-09-01,1996,9,Education,6710
1996-10-01,1996,10,Education,8870
1996-11-01,1996,11,Education,4850
1996-12-01,1996,12,Education,4310
1997-01-01,1997,1,Education,23070
1997-02-01,1997,2,Education,26850
1997-03-01,1997,3,Education,10140
1997-04-01,1997,4,Education,9650
1997-05-01,1997,5,Education,5110
1997-06-01,1997,6,Education,8000
1997-07-01,1997,7,Education,29450
1997-08-01,1997,8,Education,7550
1997-09-01,1997,9,Education,6680
1997-10-01,1997,10,Education,9220
1997-11-01,1997,11,Education,4230
1997-12-01,1997,12,Education,3560
1998-01-01,1998,1,Education,17800
1998-02-01,1998,2,Education,30320
1998-03-01,1998,3,Education,7640
1998-04-01,1998,4,Education,8360
1998-05-01,1998,5,Education,4900
1998-06-01,1998,6,Education,7420
1998-07-01,1998,7,Education,25460
1998-08-01,1998,8,Education,7660
1998-09-01,1998,9,Education,6040
1998-10-01,1998,10,Education,9450
1998-11-01,1998,11,Education,4950
1998-12-01,1998,12,Education,4780
1999-01-01,1999,1,Education,21890
1999-02-01,1999,2,Education,29320
1999-03-01,1999,3,Education,8370
1999-04-01,1999,4,Education,9440
1999-05-01,1999,5,Education,6620
1999-06-01,1999,6,Education,9670
1999-07-01,1999,7,Education,29290
1999-08-01,1999,8,Education,7520
1999-09-01,1999,9,Education,7510
1999-10-01,1999,10,Education,10810
1999-11-01,1999,11,Education,5800
1999-12-01,1999,12,Education,6490
2000-01-01,2000,1,Education,22870
2000-02-01,2000,2,Education,33240
2000-03-01,2000,3,Education,9140
2000-04-01,2000,4,Education,9840
2000-05-01,2000,5,Education,9100
2000-06-01,2000,6,Education,11530
2000-07-01,2000,7,Education,34570
2000-08-01,2000,8,Education,8280
2000-09-01,2000,9,Education,11530
2000-10-01,2000,10,Education,14650
2000-11-01,2000,11,Education,7770
2000-12-01,2000,12,Education,7760
2001-01-01,2001,1,Education,26570
2001-02-01,2001,2,Education,39980
2001-03-01,2001,3,Education,13460
2001-04-01,2001,4,Education,13620
2001-05-01,2001,5,Education,7700
2001-06-01,2001,6,Education,15760
2001-07-01,2001,7,Education,42220
2001-08-01,2001,8,Education,11730
2001-09-01,2001,9,Education,10510
2001-10-01,2001,10,Education,13350
2001-11-01,2001,11,Education,6950
2001-12-01,2001,12,Education,7780
2002-01-01,2002,1,Education,29120
2002-02-01,2002,2,Education,36960
2002-03-01,2002,3,Education,16450
2002-04-01,2002,4,Education,13170
2002-05-01,2002,5,Education,9190
2002-06-01,2002,6,Education,14150
2002-07-01,2002,7,Education,44900
2002-08-01,2002,8,Education,13720
2002-09-01,2002,9,Education,11080
2002-10-01,2002,10,Education,14830
2002-11-01,2002,11,Education,8490
2002-12-01,2002,12,Education,6880
2003-01-01,2003,1,Education,30040
2003-02-01,2003,2,Education,45450
2003-03-01,2003,3,Education,17260
2003-04-01,2003,4,Education,9780
2003-05-01,2003,5,Education,7950
2003-06-01,2003,6,Education,12480
2003-07-01,2003,7,Education,42030
2003-08-01,2003,8,Education,13960
2003-09-01,2003,9,Education,12940
2003-10-01,2003,10,Education,15950
2003-11-01,2003,11,Education,9690
2003-12-01,2003,12,Education,8130
2004-01-01,2004,1,Education,34900
2004-02-01,2004,2,Education,51970
2004-03-01,2004,3,Education,17260
2004-04-01,2004,4,Education,16430
2004-05-01,2004,5,Education,10100
2004-06-01,2004,6,Education,16420
2004-07-01,2004,7,Education,53030
2004-08-01,2004,8,Education,15700
2004-09-01,2004,9,Education,12210
2004-10-01,2004,10,Education,15900
2004-11-01,2004,11,Education,9850
2004-12-01,2004,12,Education,9300
2005-01-01,2005,1,Education,38530
2005-02-01,2005,2,Education,54010
2005-03-01,2005,3,Education,17710
2005-04-01,2005,4,Education,15380
2005-05-01,2005,5,Education,10460
2005-06-01,2005,6,Education,15830
2005-07-01,2005,7,Education,57580
2005-08-01,2005,8,Education,16270
2005-09-01,2005,9,Education,14670
2005-10-01,2005,10,Education,15130
2005-11-01,2005,11,Education,11400
2005-12-01,2005,12,Education,11140
2006-01-01,2006,1,Education,35310
2006-02-01,2006,2,Education,60850
2006-03-01,2006,3,Education,18180
2006-04-01,2006,4,Education,16100
2006-05-01,2006,5,Education,11250
2006-06-01,2006,6,Education,18070
2006-07-01,2006,7,Education,57840
2006-08-01,2006,8,Education,17110
2006-09-01,2006,9,Education,14730
2006-10-01,2006,10,Education,16440
2006-11-01,2006,11,Education,12980
2006-12-01,2006,12,Education,11420
