date,year,month,country,iso3,arrivals
1991-01-01,1991,1,New Zealand,NZL,26140
1991-02-01,1991,2,New Zealand,NZL,26630
1991-03-01,1991,3,New Zealand,NZL,37290
1991-04-01,1991,4,New Zealand,NZL,32000
1991-05-01,1991,5,New Zealand,NZL,44500
1991-06-01,1991,6,New Zealand,NZL,37560
1991-07-01,1991,7,New Zealand,NZL,47550
1991-08-01,1991,8,New Zealand,NZL,55880
1991-09-01,1991,9,New Zealand,NZL,49220
1991-10-01,1991,10,New Zealand,NZL,47630
1991-11-01,1991,11,New Zealand,NZL,41610
1991-12-01,1991,12,New Zealand,NZL,34570
1992-01-01,1992,1,New Zealand,NZL,20050
1992-02-01,1992,2,New Zealand,NZL,24060
1992-03-01,1992,3,New Zealand,NZL,31280
1992-04-01,1992,4,New Zealand,NZL,33040
1992-05-01,1992,5,New Zealand,NZL,40670
1992-06-01,1992,6,New Zealand,NZL,33650
1992-07-01,1992,7,New Zealand,NZL,42680
1992-08-01,1992,8,New Zealand,NZL,44380
1992-09-01,1992,9,New Zealand,NZL,41480
1992-10-01,1992,10,New Zealand,NZL,47270
1992-11-01,1992,11,New Zealand,NZL,44310
1992-12-01,1992,12,New Zealand,NZL,44670
1993-01-01,1993,1,New Zealand,NZL,26940
1993-02-01,1993,2,New Zealand,NZL,28440
1993-03-01,1993,3,New Zealand,NZL,35370
1993-04-01,1993,4,New Zealand,NZL,39990
1993-05-01,1993,5,New Zealand,NZL,46760
1993-06-01,1993,6,New Zealand,NZL,38220
1993-07-01,1993,7,New Zealand,NZL,45810
1993-08-01,1993,8,New Zealand,NZL,54730
1993-09-01,1993,9,New Zealand,NZL,52610
1993-10-01,1993,10,New Zealand,NZL,47970
1993-11-01,1993,11,New Zealand,NZL,38270
1993-12-01,1993,12,New Zealand,NZL,44160
1994-01-01,1994,1,New Zealand,NZL,27830
1994-02-01,1994,2,New Zealand,NZL,24560
1994-03-01,1994,3,New Zealand,NZL,37690
1994-04-01,1994,4,New Zealand,NZL,36060
1994-05-01,1994,5,New Zealand,NZL,37020
1994-06-01,1994,6,New Zealand,NZL,40710
1994-07-01,1994,7,New Zealand,NZL,45320
1994-08-01,1994,8,New Zealand,NZL,53650
1994-09-01,1994,9,New Zealand,NZL,49640
1994-10-01,1994,10,New Zealand,NZL,45690
1994-11-01,1994,11,New Zealand,NZL,36080
1994-12-01,1994,12,New Zealand,NZL,46100
1995-01-01,1995,1,New Zealand,NZL,32070
1995-02-01,1995,2,New Zealand,NZL,25590
1995-03-01,1995,3,New Zealand,NZL,37640
1995-04-01,1995,4,New Zealand,NZL,44850
1995-05-01,1995,5,New Zealand,NZL,38220
1995-06-01,1995,6,New Zealand,NZL,46990
1995-07-01,1995,7,New Zealand,NZL,54530
1995-08-01,1995,8,New Zealand,NZL,56290
1995-09-01,1995,9,New Zealand,NZL,55560
1995-10-01,1995,10,New Zealand,NZL,50420
1995-11-01,1995,11,New Zealand,NZL,44950
1995-12-01,1995,12,New Zealand,NZL,51270
1996-01-01,1996,1,New Zealand,NZL,39420
1996-02-01,1996,2,New Zealand,NZL,37330
1996-03-01,1996,3,New Zealand,NZL,55670
1996-04-01,1996,4,New Zealand,NZL,58250
1996-05-01,1996,5,New Zealand,NZL,45000
1996-06-01,1996,6,New Zealand,NZL,63500
1996-07-01,1996,7,New Zealand,NZL,68880
1996-08-01,1996,8,New Zealand,NZL,64580
1996-09-01,1996,9,New Zealand,NZL,71670
1996-10-01,1996,10,New Zealand,NZL,64270
1996-11-01,1996,11,New Zealand,NZL,53920
1996-12-01,1996,12,New Zealand,NZL,49390
1997-01-01,1997,1,New Zealand,NZL,46230
1997-02-01,1997,2,New Zealand,NZL,42120
1997-03-01,1997,3,New Zealand,NZL,54160
1997-04-01,1997,4,New Zealand,NZL,56640
1997-05-01,1997,5,New Zealand,NZL,48400
1997-06-01,1997,6,New Zealand,NZL,55490
1997-07-01,1997,7,New Zealand,NZL,80290
1997-08-01,1997,8,New Zealand,NZL,59380
1997-09-01,1997,9,New Zealand,NZL,65580
1997-10-01,1997,10,New Zealand,NZL,64700
1997-11-01,1997,11,New Zealand,NZL,52260
1997-12-01,1997,12,New Zealand,NZL,60400
1998-01-01,1998,1,New Zealand,NZL,42310
1998-02-01,1998,2,New Zealand,NZL,38060
1998-03-01,1998,3,New Zealand,NZL,47820
1998-04-01,1998,4,New Zealand,NZL,60450
1998-05-01,1998,5,New Zealand,NZL,56380
1998-06-01,1998,6,New Zealand,NZL,68120
1998-07-01,1998,7,New Zealand,NZL,78550
1998-08-01,1998,8,New Zealand,NZL,66560
1998-09-01,1998,9,New Zealand,NZL,67150
1998-10-01,1998,10,New Zealand,NZL,70510
1998-11-01,1998,11,New Zealand,NZL,53540
1998-12-01,1998,12,New Zealand,NZL,59960
1999-01-01,1999,1,New Zealand,NZL,47130
1999-02-01,1999,2,New Zealand,NZL,40020
1999-03-01,1999,3,New Zealand,NZL,55870
1999-04-01,1999,4,New Zealand,NZL,59370
1999-05-01,1999,5,New Zealand,NZL,52540
1999-06-01,1999,6,New Zealand,NZL,67660
1999-07-01,1999,7,New Zealand,NZL,67620
1999-08-01,1999,8,New Zealand,NZL,72830
1999-09-01,1999,9,New Zealand,NZL,75290
1999-10-01,1999,10,New Zealand,NZL,71840
1999-11-01,1999,11,New Zealand,NZL,60380
1999-12-01,1999,12,New Zealand,NZL,58240
2000-01-01,2000,1,New Zealand,NZL,47780
2000-02-01,2000,2,New Zealand,NZL,45000
2000-03-01,2000,3,New Zealand,NZL,61740
2000-04-01,2000,4,New Zealand,NZL,78080
2000-05-01,2000,5,New Zealand,NZL,60310
2000-06-01,2000,6,New Zealand,NZL,74000
2000-07-01,2000,7,New Zealand,NZL,82400
2000-08-01,2000,8,New Zealand,NZL,73270
2000-09-01,2000,9,New Zealand,NZL,73370
2000-10-01,2000,10,New Zealand,NZL,74420
2000-11-01,2000,11,New Zealand,NZL,72540
2000-12-01,2000,12,New Zealand,NZL,74120
2001-01-01,2001,1,New Zealand,NZL,50600
2001-02-01,2001,2,New Zealand,NZL,49540
2001-03-01,2001,3,New Zealand,NZL,62350
2001-04-01,2001,4,New Zealand,NZL,74960
2001-05-01,2001,5,New Zealand,NZL,63450
2001-06-01,2001,6,New Zealand,NZL,77420
2001-07-01,2001,7,New Zealand,NZL,74470
2001-08-01,2001,8,New Zealand,NZL,74500
2001-09-01,2001,9,New Zealand,NZL,84100
2001-10-01,2001,10,New Zealand,NZL,70840
2001-11-01,2001,11,New Zealand,NZL,63180
2001-12-01,2001,12,New Zealand,NZL,69470
2002-01-01,2002,1,New Zealand,NZL,48060
2002-02-01,2002,2,New Zealand,NZL,44830
2002-03-01,2002,3,New Zealand,NZL,67000
2002-04-01,2002,4,New Zealand,NZL,60870
2002-05-01,2002,5,New Zealand,NZL,60280
2002-06-01,2002,6,New Zealand,NZL,70070
2002-07-01,2002,7,New Zealand,NZL,70090
2002-08-01,2002,8,New Zealand,NZL,75020
2002-09-01,2002,9,New Zealand,NZL,80890
2002-10-01,2002,10,New Zealand,NZL,78760
2002-11-01,2002,11,New Zealand,NZL,66110
2002-12-01,2002,12,New Zealand,NZL,68100
2003-01-01,2003,1,New Zealand,NZL,47030
2003-02-01,2003,2,New Zealand,NZL,45460
2003-03-01,2003,3,New Zealand,NZL,58190
2003-04-01,2003,4,New Zealand,NZL,68540
2003-05-01,2003,5,New Zealand,NZL,67030
2003-06-01,2003,6,New Zealand,NZL,67850
2003-07-01,2003,7,New Zealand,NZL,82910
2003-08-01,2003,8,New Zealand,NZL,72970
2003-09-01,2003,9,New Zealand,NZL,85920
2003-10-01,2003,10,New Zealand,NZL,83040
2003-11-01,2003,11,New Zealand,NZL,77660
2003-12-01,2003,12,New Zealand,NZL,82490
2004-01-01,2004,1,New Zealand,NZL,53610
2004-02-01,2004,2,New Zealand,NZL,59000
2004-03-01,2004,3,New Zealand,NZL,76250
2004-04-01,2004,4,New Zealand,NZL,88300
2004-05-01,2004,5,New Zealand,NZL,74580
2004-06-01,2004,6,New Zealand,NZL,89370
2004-07-01,2004,7,New Zealand,NZL,107240
2004-08-01,2004,8,New Zealand,NZL,96420
2004-09-01,2004,9,New Zealand,NZL,107690
2004-10-01,2004,10,New Zealand,NZL,97630
2004-11-01,2004,11,New Zealand,NZL,82680
2004-12-01,2004,12,New Zealand,NZL,96690
2005-01-01,2005,1,New Zealand,NZL,62410
2005-02-01,2005,2,New Zealand,NZL,63220
2005-03-01,2005,3,New Zealand,NZL,90260
2005-04-01,2005,4,New Zealand,NZL,96890
2005-05-01,2005,5,New Zealand,NZL,82210
2005-06-01,2005,6,New Zealand,NZL,89290
2005-07-01,2005,7,New Zealand,NZL,113170
2005-08-01,2005,8,New Zealand,NZL,100270
2005-09-01,2005,9,New Zealand,NZL,109880
2005-10-01,2005,10,New Zealand,NZL,102840
2005-11-01,2005,11,New Zealand,NZL,80290
2005-12-01,2005,12,New Zealand,NZL,97290
2006-01-01,2006,1,New Zealand,NZL,68690
2006-02-01,2006,2,New Zealand,NZL,59950
2006-03-01,2006,3,New Zealand,NZL,80810
2006-04-01,2006,4,New Zealand,NZL,93780
2006-05-01,2006,5,New Zealand,NZL,81190
2006-06-01,2006,6,New Zealand,NZL,92590
2006-07-01,2006,7,New Zealand,NZL,101130
2006-08-01,2006,8,New Zealand,NZL,90570
2006-09-01,2006,9,New Zealand,NZL,113740
2006-10-01,2006,10,New Zealand,NZL,95900
2006-11-01,2006,11,New Zealand,NZL,87370
2006-12-01,2006,12,New Zealand,NZL,99490
2007-01-01,2007,1,New Zealand,NZL,70930
2007-02-01,2007,2,New Zealand,NZL,63240
2007-03-01,2007,3,New Zealand,NZL,81990
2007-04-01,2007,4,New Zealand,NZL,97090
2007-05-01,2007,5,New Zealand,NZL,94890
2007-06-01,2007,6,New Zealand,NZL,106990
2007-07-01,2007,7,New Zealand,NZL,103480
2007-08-01,2007,8,New Zealand,NZL,100500
2007-09-01,2007,9,New Zealand,NZL,113960
2007-10-01,2007,10,New Zealand,NZL,103760
2007-11-01,2007,11,New Zealand,NZL,95250
2007-12-01,2007,12,New Zealand,NZL,96860
2008-01-01,2008,1,New Zealand,NZL,65120
2008-02-01,2008,2,New Zealand,NZL,71160
2008-03-01,2008,3,New Zealand,NZL,82220
2008-04-01,2008,4,New Zealand,NZL,92380
2008-05-01,2008,5,New Zealand,NZL,97460
2008-06-01,2008,6,New Zealand,NZL,91560
2008-07-01,2008,7,New Zealand,NZL,106880
2008-08-01,2008,8,New Zealand,NZL,93250
2008-09-01,2008,9,New Zealand,NZL,103840
2008-10-01,2008,10,New Zealand,NZL,111570
2008-11-01,2008,11,New Zealand,NZL,89530
2008-12-01,2008,12,New Zealand,NZL,99710
2009-01-01,2009,1,New Zealand,NZL,71110
2009-02-01,2009,2,New Zealand,NZL,65140
2009-03-01,2009,3,New Zealand,NZL,80640
2009-04-01,2009,4,New Zealand,NZL,98200
2009-05-01,2009,5,New Zealand,NZL,90600
2009-06-01,2009,6,New Zealand,NZL,86160
2009-07-01,2009,7,New Zealand,NZL,103480
2009-08-01,2009,8,New Zealand,NZL,98450
2009-09-01,2009,9,New Zealand,NZL,106980
2009-10-01,2009,10,New Zealand,NZL,110700
2009-11-01,2009,11,New Zealand,NZL,90130
2009-12-01,2009,12,New Zealand,NZL,98320
2010-01-01,2010,1,New Zealand,NZL,67980
2010-02-01,2010,2,New Zealand,NZL,69080
2010-03-01,2010,3,New Zealand,NZL,86440
2010-04-01,2010,4,New Zealand,NZL,97400
2010-05-01,2010,5,New Zealand,NZL,85720
2010-06-01,2010,6,New Zealand,NZL,96400
2010-07-01,2010,7,New Zealand,NZL,114220
2010-08-01,2010,8,New Zealand,NZL,98670
2010-09-01,2010,9,New Zealand,NZL,116500
2010-10-01,2010,10,New Zealand,NZL,113400
2010-11-01,2010,11,New Zealand,NZL,94830
2010-12-01,2010,12,New Zealand,NZL,109570
2011-01-01,2011,1,New Zealand,NZL,72870
2011-02-01,2011,2,New Zealand,NZL,70640
2011-03-01,2011,3,New Zealand,NZL,92050
2011-04-01,2011,4,New Zealand,NZL,103440
2011-05-01,2011,5,New Zealand,NZL,95110
2011-06-01,2011,6,New Zealand,NZL,94220
2011-07-01,2011,7,New Zealand,NZL,113310
2011-08-01,2011,8,New Zealand,NZL,105900
2011-09-01,2011,9,New Zealand,NZL,92420
2011-10-01,2011,10,New Zealand,NZL,115320
2011-11-01,2011,11,New Zealand,NZL,100030
2011-12-01,2011,12,New Zealand,NZL,111520
2012-01-01,2012,1,New Zealand,NZL,73440
2012-02-01,2012,2,New Zealand,NZL,77510
2012-03-01,2012,3,New Zealand,NZL,94890
2012-04-01,2012,4,New Zealand,NZL,104680
2012-05-01,2012,5,New Zealand,NZL,93110
2012-06-01,2012,6,New Zealand,NZL,101940
2012-07-01,2012,7,New Zealand,NZL,107880
2012-08-01,2012,8,New Zealand,NZL,103100
2012-09-01,2012,9,New Zealand,NZL,107560
2012-10-01,2012,10,New Zealand,NZL,119740
2012-11-01,2012,11,New Zealand,NZL,99140
2012-12-01,2012,12,New Zealand,NZL,110130
2013-01-01,2013,1,New Zealand,NZL,79970
2013-02-01,2013,2,New Zealand,NZL,73380
2013-03-01,2013,3,New Zealand,NZL,97850
2013-04-01,2013,4,New Zealand,NZL,99030
2013-05-01,2013,5,New Zealand,NZL,93780
2013-06-01,2013,6,New Zealand,NZL,90980
2013-07-01,2013,7,New Zealand,NZL,115260
2013-08-01,2013,8,New Zealand,NZL,106990
2013-09-01,2013,9,New Zealand,NZL,106510
2013-10-01,2013,10,New Zealand,NZL,120450
2013-11-01,2013,11,New Zealand,NZL,98680
2013-12-01,2013,12,New Zealand,NZL,118370
2014-01-01,2014,1,New Zealand,NZL,79730
2014-02-01,2014,2,New Zealand,NZL,78830
2014-03-01,2014,3,New Zealand,NZL,95620
2014-04-01,2014,4,New Zealand,NZL,110530
2014-05-01,2014,5,New Zealand,NZL,101820
2014-06-01,2014,6,New Zealand,NZL,93780
2014-07-01,2014,7,New Zealand,NZL,115320
2014-08-01,2014,8,New Zealand,NZL,107260
2014-09-01,2014,9,New Zealand,NZL,112850
2014-10-01,2014,10,New Zealand,NZL,128500
2014-11-01,2014,11,New Zealand,NZL,102720
2014-12-01,2014,12,New Zealand,NZL,117840
2015-01-01,2015,1,New Zealand,NZL,82040
2015-02-01,2015,2,New Zealand,NZL,79980
2015-03-01,2015,3,New Zealand,NZL,104060
2015-04-01,2015,4,New Zealand,NZL,113500
2015-05-01,2015,5,New Zealand,NZL,104690
2015-06-01,2015,6,New Zealand,NZL,102130
2015-07-01,2015,7,New Zealand,NZL,128100
2015-08-01,2015,8,New Zealand,NZL,113260
2015-09-01,2015,9,New Zealand,NZL,120750
2015-10-01,2015,10,New Zealand,NZL,131590
2015-11-01,2015,11,New Zealand,NZL,107260
2015-12-01,2015,12,New Zealand,NZL,124590
2016-01-01,2016,1,New Zealand,NZL,88810
2016-02-01,2016,2,New Zealand,NZL,79010
2016-03-01,2016,3,New Zealand,NZL,105380
2016-04-01,2016,4,New Zealand,NZL,114010
2016-05-01,2016,5,New Zealand,NZL,104050
2016-06-01,2016,6,New Zealand,NZL,108420
2016-07-01,2016,7,New Zealand,NZL,130340
2016-08-01,2016,8,New Zealand,NZL,112100
2016-09-01,2016,9,New Zealand,NZL,133570
2016-10-01,2016,10,New Zealand,NZL,130450
2016-11-01,2016,11,New Zealand,NZL,109550
2016-12-01,2016,12,New Zealand,NZL,129500
2017-01-01,2017,1,New Zealand,NZL,87710
2017-02-01,2017,2,New Zealand,NZL,82640
2017-03-01,2017,3,New Zealand,NZL,109030
2017-04-01,2017,4,New Zealand,NZL,115150
2017-05-01,2017,5,New Zealand,NZL,104900
2017-06-01,2017,6,New Zealand,NZL,108000
2017-07-01,2017,7,New Zealand,NZL,131550
2017-08-01,2017,8,New Zealand,NZL,115740
2017-09-01,2017,9,New Zealand,NZL,124030
2017-10-01,2017,10,New Zealand,NZL,139860
2017-11-01,2017,11,New Zealand,NZL,114530
2017-12-01,2017,12,New Zealand,NZL,126370
2018-01-01,2018,1,New Zealand,NZL,88390
2018-02-01,2018,2,New Zealand,NZL,83770
2018-03-01,2018,3,New Zealand,NZL,116020
2018-04-01,2018,4,New Zealand,NZL,111240
2018-05-01,2018,5,New Zealand,NZL,107540
2018-06-01,2018,6,New Zealand,NZL,112330
2018-07-01,2018,7,New Zealand,NZL,132760
2018-08-01,2018,8,New Zealand,NZL,124630
2018-09-01,2018,9,New Zealand,NZL,127020
2018-10-01,2018,10,New Zealand,NZL,137100
2018-11-01,2018,11,New Zealand,NZL,117320
2018-12-01,2018,12,New Zealand,NZL,126880
2019-01-01,2019,1,New Zealand,NZL,92670
2019-02-01,2019,2,New Zealand,NZL,92290
2019-03-01,2019,3,New Zealand,NZL,109920
2019-04-01,2019,4,New Zealand,NZL,119220
2019-05-01,2019,5,New Zealand,NZL,117520
2019-06-01,2019,6,New Zealand,NZL,109910
2019-07-01,2019,7,New Zealand,NZL,133630
2019-08-01,2019,8,New Zealand,NZL,124710
2019-09-01,2019,9,New Zealand,NZL,126990
2019-10-01,2019,10,New Zealand,NZL,142970
2019-11-01,2019,11,New Zealand,NZL,120410
2019-12-01,2019,12,New Zealand,NZL,143530
2020-01-01,2020,1,New Zealand,NZL,97060
2020-02-01,2020,2,New Zealand,NZL,87920
2020-03-01,2020,3,New Zealand,NZL,48180
2020-04-01,2020,4,New Zealand,NZL,370
2020-05-01,2020,5,New Zealand,NZL,1190
2020-06-01,2020,6,New Zealand,NZL,1440
2020-07-01,2020,7,New Zealand,NZL,500
2020-08-01,2020,8,New Zealand,NZL,370
2020-09-01,2020,9,New Zealand,NZL,350
2020-10-01,2020,10,New Zealand,NZL,900
2020-11-01,2020,11,New Zealand,NZL,1640
2020-12-01,2020,12,New Zealand,NZL,2520
2021-01-01,2021,1,New Zealand,NZL,1580
2021-02-01,2021,2,New Zealand,NZL,1570
2021-03-01,2021,3,New Zealand,NZL,2060
2021-04-01,2021,4,New Zealand,NZL,16320
2021-05-01,2021,5,New Zealand,NZL,28510
2021-06-01,2021,6,New Zealand,NZL,27390
2021-07-01,2021,7,New Zealand,NZL,13160
2021-08-01,2021,8,New Zealand,NZL,1010
2021-09-01,2021,9,New Zealand,NZL,100
2021-10-01,2021,10,New Zealand,NZL,210
2021-11-01,2021,11,New Zealand,NZL,1070
2021-12-01,2021,12,New Zealand,NZL,3780
2022-01-01,2022,1,New Zealand,NZL,2330
2022-02-01,2022,2,New Zealand,NZL,4820
2022-03-01,2022,3,New Zealand,NZL,18800
2022-04-01,2022,4,New Zealand,NZL,42500
2022-05-01,2022,5,New Zealand,NZL,46670
2022-06-01,2022,6,New Zealand,NZL,57200
2022-07-01,2022,7,New Zealand,NZL,79560
2022-08-01,2022,8,New Zealand,NZL,75500
2022-09-01,2022,9,New Zealand,NZL,82810
2022-10-01,2022,10,New Zealand,NZL,98600
2022-11-01,2022,11,New Zealand,NZL,91210
2022-12-01,2022,12,New Zealand,NZL,97630
2023-01-01,2023,1,New Zealand,NZL,65480
2023-02-01,2023,2,New Zealand,NZL,78650
2023-03-01,2023,3,New Zealand,NZL,95840
2023-04-01,2023,4,New Zealand,NZL,112140
2023-05-01,2023,5,New Zealand,NZL,98290
2023-06-01,2023,6,New Zealand,NZL,106720
2023-07-01,2023,7,New Zealand,NZL,115960
2023-08-01,2023,8,New Zealand,NZL,105050
2023-09-01,2023,9,New Zealand,NZL,128820
2023-10-01,2023,10,New Zealand,NZL,123200
2023-11-01,2023,11,New Zealand,NZL,116350
2023-12-01,2023,12,New Zealand,NZL,125640
2024-01-01,2024,1,New Zealand,NZL,94410
2024-02-01,2024,2,New Zealand,NZL,105970
2024-03-01,2024,3,New Zealand,NZL,115270
2024-04-01,2024,4,New Zealand,NZL,115910
2024-05-01,2024,5,New Zealand,NZL,116950
2024-06-01,2024,6,New Zealand,NZL,103850
2024-07-01,2024,7,New Zealand,NZL,121320
2024-08-01,2024,8,New Zealand,NZL,112780
2024-09-01,2024,9,New Zealand,NZL,118440
2024-10-01,2024,10,New Zealand,NZL,139280
2024-11-01,2024,11,New Zealand,NZL,115180
2024-12-01,2024,12,New Zealand,NZL,133600
2025-01-01,2025,1,New Zealand,NZL,96250
2025-02-01,2025,2,New Zealand,NZL,88800
2025-03-01,2025,3,New Zealand,NZL,104570
2025-04-01,2025,4,New Zealand,NZL,123950
2025-05-01,2025,5,New Zealand,NZL,117250
2025-06-01,2025,6,New Zealand,NZL,119730
2025-07-01,2025,7,New Zealand,NZL,122910
2025-08-01,2025,8,New Zealand,NZL,114660
2025-09-01,2025,9,New Zealand,NZL,135720
2025-10-01,2025,10,New Zealand,NZL,140970
2025-11-01,2025,11,New Zealand,NZL,127820
2025-12-01,2025,12,New Zealand,NZL,142420
2026-01-01,2026,1,New Zealand,NZL,102470
2026-02-01,2026,2,New Zealand,NZL,85190
1991-01-01,1991,1,"UK, CIs & IOM",GBR,21560
1991-02-01,1991,2,"UK, CIs & IOM",GBR,29650
1991-03-01,1991,3,"UK, CIs & IOM",GBR,28150
1991-04-01,1991,4,"UK, CIs & IOM",GBR,22750
1991-05-01,1991,5,"UK, CIs & IOM",GBR,15450
1991-06-01,1991,6,"UK, CIs & IOM",GBR,14780
1991-07-01,1991,7,"UK, CIs & IOM",GBR,16090
1991-08-01,1991,8,"UK, CIs & IOM",GBR,12420
1991-09-01,1991,9,"UK, CIs & IOM",GBR,13860
1991-10-01,1991,10,"UK, CIs & IOM",GBR,22910
1991-11-01,1991,11,"UK, CIs & IOM",GBR,27780
1991-12-01,1991,12,"UK, CIs & IOM",GBR,38340
1992-01-01,1992,1,"UK, CIs & IOM",GBR,22690
1992-02-01,1992,2,"UK, CIs & IOM",GBR,34260
1992-03-01,1992,3,"UK, CIs & IOM",GBR,30900
1992-04-01,1992,4,"UK, CIs & IOM",GBR,27180
1992-05-01,1992,5,"UK, CIs & IOM",GBR,14170
1992-06-01,1992,6,"UK, CIs & IOM",GBR,15910
1992-07-01,1992,7,"UK, CIs & IOM",GBR,17930
1992-08-01,1992,8,"UK, CIs & IOM",GBR,14820
1992-09-01,1992,9,"UK, CIs & IOM",GBR,18310
1992-10-01,1992,10,"UK, CIs & IOM",GBR,23750
1992-11-01,1992,11,"UK, CIs & IOM",GBR,32310
1992-12-01,1992,12,"UK, CIs & IOM",GBR,37680
1993-01-01,1993,1,"UK, CIs & IOM",GBR,25710
1993-02-01,1993,2,"UK, CIs & IOM",GBR,31290
1993-03-01,1993,3,"UK, CIs & IOM",GBR,38140
1993-04-01,1993,4,"UK, CIs & IOM",GBR,23960
1993-05-01,1993,5,"UK, CIs & IOM",GBR,17520
1993-06-01,1993,6,"UK, CIs & IOM",GBR,14160
1993-07-01,1993,7,"UK, CIs & IOM",GBR,19560
1993-08-01,1993,8,"UK, CIs & IOM",GBR,17430
1993-09-01,1993,9,"UK, CIs & IOM",GBR,19390
1993-10-01,1993,10,"UK, CIs & IOM",GBR,27950
1993-11-01,1993,11,"UK, CIs & IOM",GBR,34620
1993-12-01,1993,12,"UK, CIs & IOM",GBR,40550
1994-01-01,1994,1,"UK, CIs & IOM",GBR,28600
1994-02-01,1994,2,"UK, CIs & IOM",GBR,35850
1994-03-01,1994,3,"UK, CIs & IOM",GBR,35820
1994-04-01,1994,4,"UK, CIs & IOM",GBR,26070
1994-05-01,1994,5,"UK, CIs & IOM",GBR,16360
1994-06-01,1994,6,"UK, CIs & IOM",GBR,15020
1994-07-01,1994,7,"UK, CIs & IOM",GBR,21670
1994-08-01,1994,8,"UK, CIs & IOM",GBR,17760
1994-09-01,1994,9,"UK, CIs & IOM",GBR,22400
1994-10-01,1994,10,"UK, CIs & IOM",GBR,31600
1994-11-01,1994,11,"UK, CIs & IOM",GBR,37570
1994-12-01,1994,12,"UK, CIs & IOM",GBR,46590
1995-01-01,1995,1,"UK, CIs & IOM",GBR,36220
1995-02-01,1995,2,"UK, CIs & IOM",GBR,40660
1995-03-01,1995,3,"UK, CIs & IOM",GBR,35810
1995-04-01,1995,4,"UK, CIs & IOM",GBR,31780
1995-05-01,1995,5,"UK, CIs & IOM",GBR,17140
1995-06-01,1995,6,"UK, CIs & IOM",GBR,15280
1995-07-01,1995,7,"UK, CIs & IOM",GBR,20670
1995-08-01,1995,8,"UK, CIs & IOM",GBR,17920
1995-09-01,1995,9,"UK, CIs & IOM",GBR,20710
1995-10-01,1995,10,"UK, CIs & IOM",GBR,31000
1995-11-01,1995,11,"UK, CIs & IOM",GBR,37930
1995-12-01,1995,12,"UK, CIs & IOM",GBR,42770
1996-01-01,1996,1,"UK, CIs & IOM",GBR,33170
1996-02-01,1996,2,"UK, CIs & IOM",GBR,37970
1996-03-01,1996,3,"UK, CIs & IOM",GBR,37040
1996-04-01,1996,4,"UK, CIs & IOM",GBR,28690
1996-05-01,1996,5,"UK, CIs & IOM",GBR,18030
1996-06-01,1996,6,"UK, CIs & IOM",GBR,17900
1996-07-01,1996,7,"UK, CIs & IOM",GBR,20750
1996-08-01,1996,8,"UK, CIs & IOM",GBR,20120
1996-09-01,1996,9,"UK, CIs & IOM",GBR,23870
1996-10-01,1996,10,"UK, CIs & IOM",GBR,31940
1996-11-01,1996,11,"UK, CIs & IOM",GBR,45970
1996-12-01,1996,12,"UK, CIs & IOM",GBR,52080
1997-01-01,1997,1,"UK, CIs & IOM",GBR,38110
1997-02-01,1997,2,"UK, CIs & IOM",GBR,43390
1997-03-01,1997,3,"UK, CIs & IOM",GBR,44750
1997-04-01,1997,4,"UK, CIs & IOM",GBR,27360
1997-05-01,1997,5,"UK, CIs & IOM",GBR,18480
1997-06-01,1997,6,"UK, CIs & IOM",GBR,19320
1997-07-01,1997,7,"UK, CIs & IOM",GBR,22670
1997-08-01,1997,8,"UK, CIs & IOM",GBR,22400
1997-09-01,1997,9,"UK, CIs & IOM",GBR,29000
1997-10-01,1997,10,"UK, CIs & IOM",GBR,38680
1997-11-01,1997,11,"UK, CIs & IOM",GBR,47150
1997-12-01,1997,12,"UK, CIs & IOM",GBR,59320
1998-01-01,1998,1,"UK, CIs & IOM",GBR,41760
1998-02-01,1998,2,"UK, CIs & IOM",GBR,53960
1998-03-01,1998,3,"UK, CIs & IOM",GBR,47410
1998-04-01,1998,4,"UK, CIs & IOM",GBR,37150
1998-05-01,1998,5,"UK, CIs & IOM",GBR,22740
1998-06-01,1998,6,"UK, CIs & IOM",GBR,22850
1998-07-01,1998,7,"UK, CIs & IOM",GBR,28670
1998-08-01,1998,8,"UK, CIs & IOM",GBR,23780
1998-09-01,1998,9,"UK, CIs & IOM",GBR,25860
1998-10-01,1998,10,"UK, CIs & IOM",GBR,38390
1998-11-01,1998,11,"UK, CIs & IOM",GBR,55770
1998-12-01,1998,12,"UK, CIs & IOM",GBR,69210
1999-01-01,1999,1,"UK, CIs & IOM",GBR,47880
1999-02-01,1999,2,"UK, CIs & IOM",GBR,55360
1999-03-01,1999,3,"UK, CIs & IOM",GBR,57010
1999-04-01,1999,4,"UK, CIs & IOM",GBR,33780
1999-05-01,1999,5,"UK, CIs & IOM",GBR,24130
1999-06-01,1999,6,"UK, CIs & IOM",GBR,23240
1999-07-01,1999,7,"UK, CIs & IOM",GBR,35240
1999-08-01,1999,8,"UK, CIs & IOM",GBR,33420
1999-09-01,1999,9,"UK, CIs & IOM",GBR,39280
1999-10-01,1999,10,"UK, CIs & IOM",GBR,54300
1999-11-01,1999,11,"UK, CIs & IOM",GBR,67640
1999-12-01,1999,12,"UK, CIs & IOM",GBR,57160
2000-01-01,2000,1,"UK, CIs & IOM",GBR,46430
2000-02-01,2000,2,"UK, CIs & IOM",GBR,60090
