date,year,month,country,iso3,arrivals
2016-07-01,2016,7,Japan,JPN,34980
2016-08-01,2016,8,Japan,JPN,51500
2016-09-01,2016,9,Japan,JPN,33900
2016-10-01,2016,10,Japan,JPN,35400
2016-11-01,2016,11,Japan,JPN,38670
2016-12-01,2016,12,Japan,JPN,42330
2017-01-01,2017,1,Japan,JPN,28850
2017-02-01,2017,2,Japan,JPN,41410
2017-03-01,2017,3,Japan,JPN,50760
2017-04-01,2017,4,Japan,JPN,23660
2017-05-01,2017,5,Japan,JPN,25070
2017-06-01,2017,6,Japan,JPN,22020
2017-07-01,2017,7,Japan,JPN,37190
2017-08-01,2017,8,Japan,JPN,53810
2017-09-01,2017,9,Japan,JPN,33890
2017-10-01,2017,10,Japan,JPN,34890
2017-11-01,2017,11,Japan,JPN,40100
2017-12-01,2017,12,Japan,JPN,42900
2018-01-01,2018,1,Japan,JPN,31370
2018-02-01,2018,2,Japan,JPN,42100
2018-03-01,2018,3,Japan,JPN,50110
2018-04-01,2018,4,Japan,JPN,26740
2018-05-01,2018,5,Japan,JPN,26040
2018-06-01,2018,6,Japan,JPN,23230
2018-07-01,2018,7,Japan,JPN,38640
2018-08-01,2018,8,Japan,JPN,58570
2018-09-01,2018,9,Japan,JPN,38430
2018-10-01,2018,10,Japan,JPN,40620
2018-11-01,2018,11,Japan,JPN,43580
2018-12-01,2018,12,Japan,JPN,49900
2019-01-01,2019,1,Japan,JPN,31200
2019-02-01,2019,2,Japan,JPN,44540
2019-03-01,2019,3,Japan,JPN,53470
2019-04-01,2019,4,Japan,JPN,32760
2019-05-01,2019,5,Japan,JPN,27960
2019-06-01,2019,6,Japan,JPN,24630
2019-07-01,2019,7,Japan,JPN,43000
2019-08-01,2019,8,Japan,JPN,63070
2019-09-01,2019,9,Japan,JPN,40750
2019-10-01,2019,10,Japan,JPN,39700
2019-11-01,2019,11,Japan,JPN,45530
2019-12-01,2019,12,Japan,JPN,52030
2020-01-01,2020,1,Japan,JPN,34020
2020-02-01,2020,2,Japan,JPN,43770
2020-03-01,2020,3,Japan,JPN,13310
2020-04-01,2020,4,Japan,JPN,30
2020-05-01,2020,5,Japan,JPN,70
2020-06-01,2020,6,Japan,JPN,50
2020-07-01,2020,7,Japan,JPN,40
2020-08-01,2020,8,Japan,JPN,50
2020-09-01,2020,9,Japan,JPN,80
2020-10-01,2020,10,Japan,JPN,60
2020-11-01,2020,11,Japan,JPN,160
2020-12-01,2020,12,Japan,JPN,80
2021-01-01,2021,1,Japan,JPN,130
2021-02-01,2021,2,Japan,JPN,70
2021-03-01,2021,3,Japan,JPN,90
2021-04-01,2021,4,Japan,JPN,110
2021-05-01,2021,5,Japan,JPN,190
2021-06-01,2021,6,Japan,JPN,360
2021-07-01,2021,7,Japan,JPN,80
2021-08-01,2021,8,Japan,JPN,40
2021-09-01,2021,9,Japan,JPN,30
2021-10-01,2021,10,Japan,JPN,40
2021-11-01,2021,11,Japan,JPN,120
2021-12-01,2021,12,Japan,JPN,610
2022-01-01,2022,1,Japan,JPN,860
2022-02-01,2022,2,Japan,JPN,1170
2022-03-01,2022,3,Japan,JPN,2170
2022-04-01,2022,4,Japan,JPN,3380
2022-05-01,2022,5,Japan,JPN,3430
2022-06-01,2022,6,Japan,JPN,3610
2022-07-01,2022,7,Japan,JPN,7600
2022-08-01,2022,8,Japan,JPN,13080
2022-09-01,2022,9,Japan,JPN,7840
2022-10-01,2022,10,Japan,JPN,9710
2022-11-01,2022,11,Japan,JPN,12450
2022-12-01,2022,12,Japan,JPN,14090
2023-01-01,2023,1,Japan,JPN,9590
2023-02-01,2023,2,Japan,JPN,23890
2023-03-01,2023,3,Japan,JPN,26750
2023-04-01,2023,4,Japan,JPN,14590
2023-05-01,2023,5,Japan,JPN,18550
2023-06-01,2023,6,Japan,JPN,15040
2023-07-01,2023,7,Japan,JPN,30540
2023-08-01,2023,8,Japan,JPN,43550
2023-09-01,2023,9,Japan,JPN,25130
2023-10-01,2023,10,Japan,JPN,25040
2023-11-01,2023,11,Japan,JPN,31050
2023-12-01,2023,12,Japan,JPN,34000
2024-01-01,2024,1,Japan,JPN,20460
2024-02-01,2024,2,Japan,JPN,40790
2024-03-01,2024,3,Japan,JPN,44800
2024-04-01,2024,4,Japan,JPN,21450
2024-05-01,2024,5,Japan,JPN,23010
2024-06-01,2024,6,Japan,JPN,20310
2024-07-01,2024,7,Japan,JPN,33240
2024-08-01,2024,8,Japan,JPN,54420
2024-09-01,2024,9,Japan,JPN,32570
2024-10-01,2024,10,Japan,JPN,31370
2024-11-01,2024,11,Japan,JPN,34840
2024-12-01,2024,12,Japan,JPN,40070
2025-01-01,2025,1,Japan,JPN,21970
2025-02-01,2025,2,Japan,JPN,39480
2025-03-01,2025,3,Japan,JPN,46750
2025-04-01,2025,4,Japan,JPN,17600
2025-05-01,2025,5,Japan,JPN,23220
2025-06-01,2025,6,Japan,JPN,21570
2025-07-01,2025,7,Japan,JPN,36210
2025-08-01,2025,8,Japan,JPN,60610
2025-09-01,2025,9,Japan,JPN,34260
2025-10-01,2025,10,Japan,JPN,32960
2025-11-01,2025,11,Japan,JPN,46440
2025-12-01,2025,12,Japan,JPN,42050
2026-01-01,2026,1,Japan,JPN,24430
2026-02-01,2026,2,Japan,JPN,42770
1991-01-01,1991,1,"Korea, South",KOR,2340
1991-02-01,1991,2,"Korea, South",KOR,1170
1991-03-01,1991,3,"Korea, South",KOR,1050
1991-04-01,1991,4,"Korea, South",KOR,1700
1991-05-01,1991,5,"Korea, South",KOR,1910
1991-06-01,1991,6,"Korea, South",KOR,2360
1991-07-01,1991,7,"Korea, South",KOR,2640
1991-08-01,1991,8,"Korea, South",KOR,2960
1991-09-01,1991,9,"Korea, South",KOR,1260
1991-10-01,1991,10,"Korea, South",KOR,1920
1991-11-01,1991,11,"Korea, South",KOR,1790
1991-12-01,1991,12,"Korea, South",KOR,2510
1992-01-01,1992,1,"Korea, South",KOR,4460
1992-02-01,1992,2,"Korea, South",KOR,3100
1992-03-01,1992,3,"Korea, South",KOR,2350
1992-04-01,1992,4,"Korea, South",KOR,2330
1992-05-01,1992,5,"Korea, South",KOR,1970
1992-06-01,1992,6,"Korea, South",KOR,1660
1992-07-01,1992,7,"Korea, South",KOR,3440
1992-08-01,1992,8,"Korea, South",KOR,3340
1992-09-01,1992,9,"Korea, South",KOR,1520
1992-10-01,1992,10,"Korea, South",KOR,2390
1992-11-01,1992,11,"Korea, South",KOR,2960
1992-12-01,1992,12,"Korea, South",KOR,4050
1993-01-01,1993,1,"Korea, South",KOR,6980
1993-02-01,1993,2,"Korea, South",KOR,6330
1993-03-01,1993,3,"Korea, South",KOR,3480
1993-04-01,1993,4,"Korea, South",KOR,3180
1993-05-01,1993,5,"Korea, South",KOR,3970
1993-06-01,1993,6,"Korea, South",KOR,2930
1993-07-01,1993,7,"Korea, South",KOR,5280
1993-08-01,1993,8,"Korea, South",KOR,5950
1993-09-01,1993,9,"Korea, South",KOR,3300
1993-10-01,1993,10,"Korea, South",KOR,5670
1993-11-01,1993,11,"Korea, South",KOR,6980
1993-12-01,1993,12,"Korea, South",KOR,7970
1994-01-01,1994,1,"Korea, South",KOR,14460
1994-02-01,1994,2,"Korea, South",KOR,10080
1994-03-01,1994,3,"Korea, South",KOR,7830
1994-04-01,1994,4,"Korea, South",KOR,6320
1994-05-01,1994,5,"Korea, South",KOR,5380
1994-06-01,1994,6,"Korea, South",KOR,4910
1994-07-01,1994,7,"Korea, South",KOR,9750
1994-08-01,1994,8,"Korea, South",KOR,11530
1994-09-01,1994,9,"Korea, South",KOR,6550
1994-10-01,1994,10,"Korea, South",KOR,8870
1994-11-01,1994,11,"Korea, South",KOR,12320
1994-12-01,1994,12,"Korea, South",KOR,12270
1995-01-01,1995,1,"Korea, South",KOR,19680
1995-02-01,1995,2,"Korea, South",KOR,14060
1995-03-01,1995,3,"Korea, South",KOR,13300
1995-04-01,1995,4,"Korea, South",KOR,11050
1995-05-01,1995,5,"Korea, South",KOR,9280
1995-06-01,1995,6,"Korea, South",KOR,7830
1995-07-01,1995,7,"Korea, South",KOR,14320
1995-08-01,1995,8,"Korea, South",KOR,14590
1995-09-01,1995,9,"Korea, South",KOR,9150
1995-10-01,1995,10,"Korea, South",KOR,13010
1995-11-01,1995,11,"Korea, South",KOR,18980
1995-12-01,1995,12,"Korea, South",KOR,22720
1996-01-01,1996,1,"Korea, South",KOR,26470
1996-02-01,1996,2,"Korea, South",KOR,14870
1996-03-01,1996,3,"Korea, South",KOR,19920
1996-04-01,1996,4,"Korea, South",KOR,14530
1996-05-01,1996,5,"Korea, South",KOR,14120
1996-06-01,1996,6,"Korea, South",KOR,13280
1996-07-01,1996,7,"Korea, South",KOR,20650
1996-08-01,1996,8,"Korea, South",KOR,18890
1996-09-01,1996,9,"Korea, South",KOR,11540
1996-10-01,1996,10,"Korea, South",KOR,20890
1996-11-01,1996,11,"Korea, South",KOR,24720
1996-12-01,1996,12,"Korea, South",KOR,27980
1997-01-01,1997,1,"Korea, South",KOR,30760
1997-02-01,1997,2,"Korea, South",KOR,18220
1997-03-01,1997,3,"Korea, South",KOR,22950
1997-04-01,1997,4,"Korea, South",KOR,19610
1997-05-01,1997,5,"Korea, South",KOR,18130
1997-06-01,1997,6,"Korea, South",KOR,16070
1997-07-01,1997,7,"Korea, South",KOR,22100
1997-08-01,1997,8,"Korea, South",KOR,18960
1997-09-01,1997,9,"Korea, South",KOR,12420
1997-10-01,1997,10,"Korea, South",KOR,21850
1997-11-01,1997,11,"Korea, South",KOR,22650
1997-12-01,1997,12,"Korea, South",KOR,10090
1998-01-01,1998,1,"Korea, South",KOR,5640
1998-02-01,1998,2,"Korea, South",KOR,4310
1998-03-01,1998,3,"Korea, South",KOR,3640
1998-04-01,1998,4,"Korea, South",KOR,3850
1998-05-01,1998,5,"Korea, South",KOR,3840
1998-06-01,1998,6,"Korea, South",KOR,3870
1998-07-01,1998,7,"Korea, South",KOR,5920
1998-08-01,1998,8,"Korea, South",KOR,5370
1998-09-01,1998,9,"Korea, South",KOR,6350
1998-10-01,1998,10,"Korea, South",KOR,5970
1998-11-01,1998,11,"Korea, South",KOR,8220
1998-12-01,1998,12,"Korea, South",KOR,9660
1999-01-01,1999,1,"Korea, South",KOR,12030
1999-02-01,1999,2,"Korea, South",KOR,7780
1999-03-01,1999,3,"Korea, South",KOR,6690
1999-04-01,1999,4,"Korea, South",KOR,6870
1999-05-01,1999,5,"Korea, South",KOR,6910
1999-06-01,1999,6,"Korea, South",KOR,6640
1999-07-01,1999,7,"Korea, South",KOR,9380
1999-08-01,1999,8,"Korea, South",KOR,8350
1999-09-01,1999,9,"Korea, South",KOR,6830
1999-10-01,1999,10,"Korea, South",KOR,10090
1999-11-01,1999,11,"Korea, South",KOR,12380
1999-12-01,1999,12,"Korea, South",KOR,14680
2000-01-01,2000,1,"Korea, South",KOR,19760
2000-02-01,2000,2,"Korea, South",KOR,12710
2000-03-01,2000,3,"Korea, South",KOR,12240
2000-04-01,2000,4,"Korea, South",KOR,13170
2000-05-01,2000,5,"Korea, South",KOR,10150
2000-06-01,2000,6,"Korea, South",KOR,9610
2000-07-01,2000,7,"Korea, South",KOR,15640
2000-08-01,2000,8,"Korea, South",KOR,11640
2000-09-01,2000,9,"Korea, South",KOR,10220
2000-10-01,2000,10,"Korea, South",KOR,10800
2000-11-01,2000,11,"Korea, South",KOR,14450
2000-12-01,2000,12,"Korea, South",KOR,17000
2001-01-01,2001,1,"Korea, South",KOR,20890
2001-02-01,2001,2,"Korea, South",KOR,14800
2001-03-01,2001,3,"Korea, South",KOR,13030
2001-04-01,2001,4,"Korea, South",KOR,13040
2001-05-01,2001,5,"Korea, South",KOR,12040
2001-06-01,2001,6,"Korea, South",KOR,11050
2001-07-01,2001,7,"Korea, South",KOR,16450
2001-08-01,2001,8,"Korea, South",KOR,12250
2001-09-01,2001,9,"Korea, South",KOR,10490
2001-10-01,2001,10,"Korea, South",KOR,12060
2001-11-01,2001,11,"Korea, South",KOR,14870
2001-12-01,2001,12,"Korea, South",KOR,24630
2002-01-01,2002,1,"Korea, South",KOR,22480
2002-02-01,2002,2,"Korea, South",KOR,14160
2002-03-01,2002,3,"Korea, South",KOR,14810
2002-04-01,2002,4,"Korea, South",KOR,15150
2002-05-01,2002,5,"Korea, South",KOR,12210
2002-06-01,2002,6,"Korea, South",KOR,11530
2002-07-01,2002,7,"Korea, South",KOR,16770
2002-08-01,2002,8,"Korea, South",KOR,14460
2002-09-01,2002,9,"Korea, South",KOR,10730
2002-10-01,2002,10,"Korea, South",KOR,18340
2002-11-01,2002,11,"Korea, South",KOR,20230
2002-12-01,2002,12,"Korea, South",KOR,18860
2003-01-01,2003,1,"Korea, South",KOR,26010
2003-02-01,2003,2,"Korea, South",KOR,17880
2003-03-01,2003,3,"Korea, South",KOR,16290
2003-04-01,2003,4,"Korea, South",KOR,11440
2003-05-01,2003,5,"Korea, South",KOR,10660
2003-06-01,2003,6,"Korea, South",KOR,14130
2003-07-01,2003,7,"Korea, South",KOR,21030
2003-08-01,2003,8,"Korea, South",KOR,15460
2003-09-01,2003,9,"Korea, South",KOR,14430
2003-10-01,2003,10,"Korea, South",KOR,19210
2003-11-01,2003,11,"Korea, South",KOR,22530
2003-12-01,2003,12,"Korea, South",KOR,18210
2004-01-01,2004,1,"Korea, South",KOR,25870
2004-02-01,2004,2,"Korea, South",KOR,19350
2004-03-01,2004,3,"Korea, South",KOR,15190
2004-04-01,2004,4,"Korea, South",KOR,14130
2004-05-01,2004,5,"Korea, South",KOR,16130
2004-06-01,2004,6,"Korea, South",KOR,14180
2004-07-01,2004,7,"Korea, South",KOR,20170
2004-08-01,2004,8,"Korea, South",KOR,15040
2004-09-01,2004,9,"Korea, South",KOR,14190
2004-10-01,2004,10,"Korea, South",KOR,18130
2004-11-01,2004,11,"Korea, South",KOR,21460
2004-12-01,2004,12,"Korea, South",KOR,19740
2005-01-01,2005,1,"Korea, South",KOR,33740
2005-02-01,2005,2,"Korea, South",KOR,21670
2005-03-01,2005,3,"Korea, South",KOR,20140
2005-04-01,2005,4,"Korea, South",KOR,20060
2005-05-01,2005,5,"Korea, South",KOR,18310
2005-06-01,2005,6,"Korea, South",KOR,18280
2005-07-01,2005,7,"Korea, South",KOR,22840
2005-08-01,2005,8,"Korea, South",KOR,18500
2005-09-01,2005,9,"Korea, South",KOR,15310
2005-10-01,2005,10,"Korea, South",KOR,20640
2005-11-01,2005,11,"Korea, South",KOR,22810
2005-12-01,2005,12,"Korea, South",KOR,22330
2006-01-01,2006,1,"Korea, South",KOR,28570
2006-02-01,2006,2,"Korea, South",KOR,22330
2006-03-01,2006,3,"Korea, South",KOR,19460
2006-04-01,2006,4,"Korea, South",KOR,19340
2006-05-01,2006,5,"Korea, South",KOR,17470
2006-06-01,2006,6,"Korea, South",KOR,18240
2006-07-01,2006,7,"Korea, South",KOR,23790
2006-08-01,2006,8,"Korea, South",KOR,19500
2006-09-01,2006,9,"Korea, South",KOR,19500
2006-10-01,2006,10,"Korea, South",KOR,23880
2006-11-01,2006,11,"Korea, South",KOR,25080
2006-12-01,2006,12,"Korea, South",KOR,29330
2007-01-01,2007,1,"Korea, South",KOR,34170
2007-02-01,2007,2,"Korea, South",KOR,20300
2007-03-01,2007,3,"Korea, South",KOR,23040
2007-04-01,2007,4,"Korea, South",KOR,21540
2007-05-01,2007,5,"Korea, South",KOR,18590
2007-06-01,2007,6,"Korea, South",KOR,18910
2007-07-01,2007,7,"Korea, South",KOR,22960
2007-08-01,2007,8,"Korea, South",KOR,19190
2007-09-01,2007,9,"Korea, South",KOR,17520
2007-10-01,2007,10,"Korea, South",KOR,20210
2007-11-01,2007,11,"Korea, South",KOR,21790
2007-12-01,2007,12,"Korea, South",KOR,21160
2008-01-01,2008,1,"Korea, South",KOR,28400
2008-02-01,2008,2,"Korea, South",KOR,21180
2008-03-01,2008,3,"Korea, South",KOR,17600
2008-04-01,2008,4,"Korea, South",KOR,17660
2008-05-01,2008,5,"Korea, South",KOR,17140
2008-06-01,2008,6,"Korea, South",KOR,16450
2008-07-01,2008,7,"Korea, South",KOR,23440
2008-08-01,2008,8,"Korea, South",KOR,19290
2008-09-01,2008,9,"Korea, South",KOR,13760
2008-10-01,2008,10,"Korea, South",KOR,17010
2008-11-01,2008,11,"Korea, South",KOR,14760
2008-12-01,2008,12,"Korea, South",KOR,16130
2009-01-01,2009,1,"Korea, South",KOR,18500
2009-02-01,2009,2,"Korea, South",KOR,17090
2009-03-01,2009,3,"Korea, South",KOR,16350
2009-04-01,2009,4,"Korea, South",KOR,15040
2009-05-01,2009,5,"Korea, South",KOR,12990
2009-06-01,2009,6,"Korea, South",KOR,13020
2009-07-01,2009,7,"Korea, South",KOR,17400
2009-08-01,2009,8,"Korea, South",KOR,15690
2009-09-01,2009,9,"Korea, South",KOR,11720
2009-10-01,2009,10,"Korea, South",KOR,13410
2009-11-01,2009,11,"Korea, South",KOR,15400
2009-12-01,2009,12,"Korea, South",KOR,19100
2010-01-01,2010,1,"Korea, South",KOR,21270
2010-02-01,2010,2,"Korea, South",KOR,17250
2010-03-01,2010,3,"Korea, South",KOR,21010
2010-04-01,2010,4,"Korea, South",KOR,17130
2010-05-01,2010,5,"Korea, South",KOR,16160
2010-06-01,2010,6,"Korea, South",KOR,15330
2010-07-01,2010,7,"Korea, South",KOR,18600
2010-08-01,2010,8,"Korea, South",KOR,16570
2010-09-01,2010,9,"Korea, South",KOR,16530
2010-10-01,2010,10,"Korea, South",KOR,18650
2010-11-01,2010,11,"Korea, South",KOR,20020
2010-12-01,2010,12,"Korea, South",KOR,20090
2011-01-01,2011,1,"Korea, South",KOR,21930
2011-02-01,2011,2,"Korea, South",KOR,19720
2011-03-01,2011,3,"Korea, South",KOR,16550
2011-04-01,2011,4,"Korea, South",KOR,12740
2011-05-01,2011,5,"Korea, South",KOR,14920
2011-06-01,2011,6,"Korea, South",KOR,13490
2011-07-01,2011,7,"Korea, South",KOR,18780
2011-08-01,2011,8,"Korea, South",KOR,16280
2011-09-01,2011,9,"Korea, South",KOR,14340
2011-10-01,2011,10,"Korea, South",KOR,16610
2011-11-01,2011,11,"Korea, South",KOR,18100
2011-12-01,2011,12,"Korea, South",KOR,21020
2012-01-01,2012,1,"Korea, South",KOR,19910
2012-02-01,2012,2,"Korea, South",KOR,21880
2012-03-01,2012,3,"Korea, South",KOR,17570
2012-04-01,2012,4,"Korea, South",KOR,15410
2012-05-01,2012,5,"Korea, South",KOR,13470
2012-06-01,2012,6,"Korea, South",KOR,13960
2012-07-01,2012,7,"Korea, South",KOR,16280
2012-08-01,2012,8,"Korea, South",KOR,16230
2012-09-01,2012,9,"Korea, South",KOR,14400
2012-10-01,2012,10,"Korea, South",KOR,16900
2012-11-01,2012,11,"Korea, South",KOR,17930
2012-12-01,2012,12,"Korea, South",KOR,21330
2013-01-01,2013,1,"Korea, South",KOR,21380
2013-02-01,2013,2,"Korea, South",KOR,16560
2013-03-01,2013,3,"Korea, South",KOR,16590
2013-04-01,2013,4,"Korea, South",KOR,15290
2013-05-01,2013,5,"Korea, South",KOR,14020
2013-06-01,2013,6,"Korea, South",KOR,14540
2013-07-01,2013,7,"Korea, South",KOR,15900
2013-08-01,2013,8,"Korea, South",KOR,15030
2013-09-01,2013,9,"Korea, South",KOR,16230
2013-10-01,2013,10,"Korea, South",KOR,16600
2013-11-01,2013,11,"Korea, South",KOR,16650
2013-12-01,2013,12,"Korea, South",KOR,20080
2014-01-01,2014,1,"Korea, South",KOR,22100
2014-02-01,2014,2,"Korea, South",KOR,18510
2014-03-01,2014,3,"Korea, South",KOR,16450
2014-04-01,2014,4,"Korea, South",KOR,14700
2014-05-01,2014,5,"Korea, South",KOR,14710
2014-06-01,2014,6,"Korea, South",KOR,12620
2014-07-01,2014,7,"Korea, South",KOR,15500
2014-08-01,2014,8,"Korea, South",KOR,16260
2014-09-01,2014,9,"Korea, South",KOR,15230
2014-10-01,2014,10,"Korea, South",KOR,15790
2014-11-01,2014,11,"Korea, South",KOR,17590
2014-12-01,2014,12,"Korea, South",KOR,23360
2015-01-01,2015,1,"Korea, South",KOR,23980
2015-02-01,2015,2,"Korea, South",KOR,20860
2015-03-01,2015,3,"Korea, South",KOR,19410
2015-04-01,2015,4,"Korea, South",KOR,16380
2015-05-01,2015,5,"Korea, South",KOR,15600
2015-06-01,2015,6,"Korea, South",KOR,12460
2015-07-01,2015,7,"Korea, South",KOR,15410
2015-08-01,2015,8,"Korea, South",KOR,16820
2015-09-01,2015,9,"Korea, South",KOR,15290
2015-10-01,2015,10,"Korea, South",KOR,18470
2015-11-01,2015,11,"Korea, South",KOR,22370
2015-12-01,2015,12,"Korea, South",KOR,29730
2016-01-01,2016,1,"Korea, South",KOR,28110
2016-02-01,2016,2,"Korea, South",KOR,28180
2016-03-01,2016,3,"Korea, South",KOR,24410
2016-04-01,2016,4,"Korea, South",KOR,20570
2016-05-01,2016,5,"Korea, South",KOR,18930
2016-06-01,2016,6,"Korea, South",KOR,17790
2016-07-01,2016,7,"Korea, South",KOR,20700
2016-08-01,2016,8,"Korea, South",KOR,21090
2016-09-01,2016,9,"Korea, South",KOR,22020
2016-10-01,2016,10,"Korea, South",KOR,21850
2016-11-01,2016,11,"Korea, South",KOR,26220
2016-12-01,2016,12,"Korea, South",KOR,30230
2017-01-01,2017,1,"Korea, South",KOR,32420
2017-02-01,2017,2,"Korea, South",KOR,29750
2017-03-01,2017,3,"Korea, South",KOR,23710
2017-04-01,2017,4,"Korea, South",KOR,22940
2017-05-01,2017,5,"Korea, South",KOR,20010
2017-06-01,2017,6,"Korea, South",KOR,17780
2017-07-01,2017,7,"Korea, South",KOR,20090
2017-08-01,2017,8,"Korea, South",KOR,21190
2017-09-01,2017,9,"Korea, South",KOR,26370
2017-10-01,2017,10,"Korea, South",KOR,27940
2017-11-01,2017,11,"Korea, South",KOR,27310
2017-12-01,2017,12,"Korea, South",KOR,32700
2018-01-01,2018,1,"Korea, South",KOR,34530
2018-02-01,2018,2,"Korea, South",KOR,26640
2018-03-01,2018,3,"Korea, South",KOR,26270
2018-04-01,2018,4,"Korea, South",KOR,21610
2018-05-01,2018,5,"Korea, South",KOR,20010
2018-06-01,2018,6,"Korea, South",KOR,19750
2018-07-01,2018,7,"Korea, South",KOR,21960
2018-08-01,2018,8,"Korea, South",KOR,23840
2018-09-01,2018,9,"Korea, South",KOR,21410
2018-10-01,2018,10,"Korea, South",KOR,19300
2018-11-01,2018,11,"Korea, South",KOR,24070
2018-12-01,2018,12,"Korea, South",KOR,28600
2019-01-01,2019,1,"Korea, South",KOR,29770
2019-02-01,2019,2,"Korea, South",KOR,30930
2019-03-01,2019,3,"Korea, South",KOR,26130
2019-04-01,2019,4,"Korea, South",KOR,16700
2019-05-01,2019,5,"Korea, South",KOR,18830
2019-06-01,2019,6,"Korea, South",KOR,19160
2019-07-01,2019,7,"Korea, South",KOR,20930
2019-08-01,2019,8,"Korea, South",KOR,20960
2019-09-01,2019,9,"Korea, South",KOR,19980
2019-10-01,2019,10,"Korea, South",KOR,19820
2019-11-01,2019,11,"Korea, South",KOR,26010
2019-12-01,2019,12,"Korea, South",KOR,31260
2020-01-01,2020,1,"Korea, South",KOR,29440
2020-02-01,2020,2,"Korea, South",KOR,21060
2020-03-01,2020,3,"Korea, South",KOR,2720
2020-04-01,2020,4,"Korea, South",KOR,10
2020-05-01,2020,5,"Korea, South",KOR,30
2020-06-01,2020,6,"Korea, South",KOR,20
2020-07-01,2020,7,"Korea, South",KOR,20
2020-08-01,2020,8,"Korea, South",KOR,40
2020-09-01,2020,9,"Korea, South",KOR,30
2020-10-01,2020,10,"Korea, South",KOR,40
2020-11-01,2020,11,"Korea, South",KOR,50
2020-12-01,2020,12,"Korea, South",KOR,60
2021-01-01,2021,1,"Korea, South",KOR,60
2021-02-01,2021,2,"Korea, South",KOR,70
2021-03-01,2021,3,"Korea, South",KOR,70
2021-04-01,2021,4,"Korea, South",KOR,70
2021-05-01,2021,5,"Korea, South",KOR,80
2021-06-01,2021,6,"Korea, South",KOR,90
2021-07-01,2021,7,"Korea, South",KOR,70
2021-08-01,2021,8,"Korea, South",KOR,30
2021-09-01,2021,9,"Korea, South",KOR,10
2021-10-01,2021,10,"Korea, South",KOR,40
2021-11-01,2021,11,"Korea, South",KOR,210
2021-12-01,2021,12,"Korea, South",KOR,1260
2022-01-01,2022,1,"Korea, South",KOR,1450
2022-02-01,2022,2,"Korea, South",KOR,1750
2022-03-01,2022,3,"Korea, South",KOR,2530
2022-04-01,2022,4,"Korea, South",KOR,3620
2022-05-01,2022,5,"Korea, South",KOR,3880
2022-06-01,2022,6,"Korea, South",KOR,4460
2022-07-01,2022,7,"Korea, South",KOR,7080
2022-08-01,2022,8,"Korea, South",KOR,6970
2022-09-01,2022,9,"Korea, South",KOR,6550
2022-10-01,2022,10,"Korea, South",KOR,6330
2022-11-01,2022,11,"Korea, South",KOR,11700
2022-12-01,2022,12,"Korea, South",KOR,16190
2023-01-01,2023,1,"Korea, South",KOR,18300
2023-02-01,2023,2,"Korea, South",KOR,24950
2023-03-01,2023,3,"Korea, South",KOR,19050
2023-04-01,2023,4,"Korea, South",KOR,15700
2023-05-01,2023,5,"Korea, South",KOR,18690
2023-06-01,2023,6,"Korea, South",KOR,18210
2023-07-01,2023,7,"Korea, South",KOR,22950
2023-08-01,2023,8,"Korea, South",KOR,30000
2023-09-01,2023,9,"Korea, South",KOR,27700
2023-10-01,2023,10,"Korea, South",KOR,25100
2023-11-01,2023,11,"Korea, South",KOR,31250
2023-12-01,2023,12,"Korea, South",KOR,36110
2024-01-01,2024,1,"Korea, South",KOR,33210
2024-02-01,2024,2,"Korea, South",KOR,42020
2024-03-01,2024,3,"Korea, South",KOR,29970
2024-04-01,2024,4,"Korea, South",KOR,22820
2024-05-01,2024,5,"Korea, South",KOR,26980
2024-06-01,2024,6,"Korea, South",KOR,25050
2024-07-01,2024,7,"Korea, South",KOR,31090
2024-08-01,2024,8,"Korea, South",KOR,36140
2024-09-01,2024,9,"Korea, South",KOR,29910
2024-10-01,2024,10,"Korea, South",KOR,27510
2024-11-01,2024,11,"Korea, South",KOR,31730
2024-12-01,2024,12,"Korea, South",KOR,38130
2025-01-01,2025,1,"Korea, South",KOR,41210
2025-02-01,2025,2,"Korea, South",KOR,41680
2025-03-01,2025,3,"Korea, South",KOR,29160
2025-04-01,2025,4,"Korea, South",KOR,19540
2025-05-01,2025,5,"Korea, South",KOR,24140
2025-06-01,2025,6,"Korea, South",KOR,23300
2025-07-01,2025,7,"Korea, South",KOR,29720
2025-08-01,2025,8,"Korea, South",KOR,37000
2025-09-01,2025,9,"Korea, South",KOR,28570
2025-10-01,2025,10,"Korea, South",KOR,39730
2025-11-01,2025,11,"Korea, South",KOR,44760
2025-12-01,2025,12,"Korea, South",KOR,39630
2026-01-01,2026,1,"Korea, South",KOR,39840
2026-02-01,2026,2,"Korea, South",KOR,45130
1991-01-01,1991,1,Germany,DEU,6200
1991-02-01,1991,2,Germany,DEU,8580
1991-03-01,1991,3,Germany,DEU,6380
1991-04-01,1991,4,Germany,DEU,5870
1991-05-01,1991,5,Germany,DEU,3770
1991-06-01,1991,6,Germany,DEU,3140
1991-07-01,1991,7,Germany,DEU,6320
1991-08-01,1991,8,Germany,DEU,4080
1991-09-01,1991,9,Germany,DEU,6360
1991-10-01,1991,10,Germany,DEU,7840
1991-11-01,1991,11,Germany,DEU,8100
1991-12-01,1991,12,Germany,DEU,11060
1992-01-01,1992,1,Germany,DEU,7550
1992-02-01,1992,2,Germany,DEU,9330
1992-03-01,1992,3,Germany,DEU,7980
1992-04-01,1992,4,Germany,DEU,7200
