date,year,month,country,arrivals
1997-01-01,1997,1,China,4850
1997-02-01,1997,2,China,4910
1997-03-01,1997,3,China,5380
1997-04-01,1997,4,China,5340
1997-05-01,1997,5,China,5910
1997-06-01,1997,6,China,4640
1997-07-01,1997,7,China,4590
1997-08-01,1997,8,China,5160
1997-09-01,1997,9,China,4880
1997-10-01,1997,10,China,6230
1997-11-01,1997,11,China,7150
1997-12-01,1997,12,China,6810
1998-01-01,1998,1,China,6710
1998-02-01,1998,2,China,6440
1998-03-01,1998,3,China,6510
1998-04-01,1998,4,China,5550
1998-05-01,1998,5,China,6460
1998-06-01,1998,6,China,5480
1998-07-01,1998,7,China,7950
1998-08-01,1998,8,China,6340
1998-09-01,1998,9,China,5250
1998-10-01,1998,10,China,6460
1998-11-01,1998,11,China,6420
1998-12-01,1998,12,China,6990
1999-01-01,1999,1,China,6700
1999-02-01,1999,2,China,9660
1999-03-01,1999,3,China,6400
1999-04-01,1999,4,China,6160
1999-05-01,1999,5,China,7110
1999-06-01,1999,6,China,6130
1999-07-01,1999,7,China,8700
1999-08-01,1999,8,China,7180
1999-09-01,1999,9,China,6930
1999-10-01,1999,10,China,9500
1999-11-01,1999,11,China,8990
1999-12-01,1999,12,China,9130
2000-01-01,2000,1,China,8860
2000-02-01,2000,2,China,13970
2000-03-01,2000,3,China,7330
2000-04-01,2000,4,China,7880
2000-05-01,2000,5,China,8960
2000-06-01,2000,6,China,7590
2000-07-01,2000,7,China,12470
2000-08-01,2000,8,China,9920
2000-09-01,2000,9,China,7830
2000-10-01,2000,10,China,9950
2000-11-01,2000,11,China,10930
2000-12-01,2000,12,China,14570
2001-01-01,2001,1,China,21470
2001-02-01,2001,2,China,13420
2001-03-01,2001,3,China,10390
2001-04-01,2001,4,China,12660
2001-05-01,2001,5,China,11320
2001-06-01,2001,6,China,8530
2001-07-01,2001,7,China,15990
2001-08-01,2001,8,China,13440
2001-09-01,2001,9,China,11480
2001-10-01,2001,10,China,13080
2001-11-01,2001,11,China,12260
2001-12-01,2001,12,China,13900
2002-01-01,2002,1,China,15400
2002-02-01,2002,2,China,26200
2002-03-01,2002,3,China,12280
2002-04-01,2002,4,China,15080
2002-05-01,2002,5,China,12630
2002-06-01,2002,6,China,10530
2002-07-01,2002,7,China,19390
2002-08-01,2002,8,China,14980
2002-09-01,2002,9,China,12880
2002-10-01,2002,10,China,14720
2002-11-01,2002,11,China,17770
2002-12-01,2002,12,China,18160
2003-01-01,2003,1,China,20840
2003-02-01,2003,2,China,27030
2003-03-01,2003,3,China,14260
2003-04-01,2003,4,China,9480
2003-05-01,2003,5,China,3100
2003-06-01,2003,6,China,4520
2003-07-01,2003,7,China,11340
2003-08-01,2003,8,China,12130
2003-09-01,2003,9,China,14970
2003-10-01,2003,10,China,16670
2003-11-01,2003,11,China,19760
2003-12-01,2003,12,China,22040
2004-01-01,2004,1,China,31210
2004-02-01,2004,2,China,23390
2004-03-01,2004,3,China,17540
2004-04-01,2004,4,China,17690
2004-05-01,2004,5,China,16220
2004-06-01,2004,6,China,13930
2004-07-01,2004,7,China,26040
2004-08-01,2004,8,China,17410
2004-09-01,2004,9,China,16370
2004-10-01,2004,10,China,21390
2004-11-01,2004,11,China,24150
2004-12-01,2004,12,China,24870
2005-01-01,2005,1,China,37780
2005-02-01,2005,2,China,38480
2005-03-01,2005,3,China,17170
2005-04-01,2005,4,China,18720
2005-05-01,2005,5,China,15640
2005-06-01,2005,6,China,14120
2005-07-01,2005,7,China,28560
2005-08-01,2005,8,China,20620
2005-09-01,2005,9,China,17120
2005-10-01,2005,10,China,19310
2005-11-01,2005,11,China,29060
2005-12-01,2005,12,China,26150
2006-01-01,2006,1,China,32210
2006-02-01,2006,2,China,35040
2006-03-01,2006,3,China,21350
2006-04-01,2006,4,China,24180
2006-05-01,2006,5,China,19810
2006-06-01,2006,6,China,16730
2006-07-01,2006,7,China,31740
2006-08-01,2006,8,China,22980
2006-09-01,2006,9,China,21440
2006-10-01,2006,10,China,23470
2006-11-01,2006,11,China,29420
2006-12-01,2006,12,China,27200
2007-01-01,2007,1,China,28110
2007-02-01,2007,2,China,53620
2007-03-01,2007,3,China,31630
2007-04-01,2007,4,China,26560
2007-05-01,2007,5,China,19590
2007-06-01,2007,6,China,19190
2007-07-01,2007,7,China,32930
2007-08-01,2007,8,China,29090
2007-09-01,2007,9,China,23360
2007-10-01,2007,10,China,25410
2007-11-01,2007,11,China,34760
2007-12-01,2007,12,China,30360
2008-01-01,2008,1,China,35390
2008-02-01,2008,2,China,55920
2008-03-01,2008,3,China,29640
2008-04-01,2008,4,China,35330
2008-05-01,2008,5,China,23030
2008-06-01,2008,6,China,17980
2008-07-01,2008,7,China,34370
2008-08-01,2008,8,China,21830
2008-09-01,2008,9,China,19290
2008-10-01,2008,10,China,21130
2008-11-01,2008,11,China,28890
2008-12-01,2008,12,China,31560
2009-01-01,2009,1,China,54160
2009-02-01,2009,2,China,46470
2009-03-01,2009,3,China,33940
2009-04-01,2009,4,China,30720
2009-05-01,2009,5,China,18700
2009-06-01,2009,6,China,14110
2009-07-01,2009,7,China,30190
2009-08-01,2009,8,China,23020
2009-09-01,2009,9,China,22630
2009-10-01,2009,10,China,26750
2009-11-01,2009,11,China,31210
2009-12-01,2009,12,China,30790
2010-01-01,2010,1,China,36830
2010-02-01,2010,2,China,72940
2010-03-01,2010,3,China,35130
2010-04-01,2010,4,China,32220
2010-05-01,2010,5,China,25910
2010-06-01,2010,6,China,22820
2010-07-01,2010,7,China,47700
2010-08-01,2010,8,China,36790
2010-09-01,2010,9,China,29080
2010-10-01,2010,10,China,28790
2010-11-01,2010,11,China,42210
2010-12-01,2010,12,China,41390
2011-01-01,2011,1,China,59880
2011-02-01,2011,2,China,77980
2011-03-01,2011,3,China,41330
2011-04-01,2011,4,China,35080
2011-05-01,2011,5,China,30210
2011-06-01,2011,6,China,27930
2011-07-01,2011,7,China,53940
2011-08-01,2011,8,China,44350
2011-09-01,2011,9,China,34110
2011-10-01,2011,10,China,37720
2011-11-01,2011,11,China,50480
2011-12-01,2011,12,China,47530
2012-01-01,2012,1,China,77400
2012-02-01,2012,2,China,67650
2012-03-01,2012,3,China,54400
2012-04-01,2012,4,China,47360
2012-05-01,2012,5,China,35040
2012-06-01,2012,6,China,33830
2012-07-01,2012,7,China,60780
2012-08-01,2012,8,China,51980
2012-09-01,2012,9,China,43610
2012-10-01,2012,10,China,44860
2012-11-01,2012,11,China,57170
2012-12-01,2012,12,China,54020
2013-01-01,2013,1,China,58320
2013-02-01,2013,2,China,112060
2013-03-01,2013,3,China,63110
2013-04-01,2013,4,China,58900
2013-05-01,2013,5,China,45400
2013-06-01,2013,6,China,39420
2013-07-01,2013,7,China,73130
2013-08-01,2013,8,China,61540
2013-09-01,2013,9,China,58340
2013-10-01,2013,10,China,43010
2013-11-01,2013,11,China,51970
2013-12-01,2013,12,China,55560
2014-01-01,2014,1,China,97720
2014-02-01,2014,2,China,105950
2014-03-01,2014,3,China,70130
2014-04-01,2014,4,China,61120
2014-05-01,2014,5,China,49080
2014-06-01,2014,6,China,46180
2014-07-01,2014,7,China,83430
2014-08-01,2014,8,China,73870
2014-09-01,2014,9,China,62330
2014-10-01,2014,10,China,59110
2014-11-01,2014,11,China,70590
2014-12-01,2014,12,China,71520
2015-01-01,2015,1,China,74160
2015-02-01,2015,2,China,165510
2015-03-01,2015,3,China,83780
2015-04-01,2015,4,China,73360
2015-05-01,2015,5,China,62710
2015-06-01,2015,6,China,55590
2015-07-01,2015,7,China,95300
2015-08-01,2015,8,China,85940
2015-09-01,2015,9,China,77030
2015-10-01,2015,10,China,76530
2015-11-01,2015,11,China,87900
2015-12-01,2015,12,China,94090
2016-01-01,2016,1,China,115290
2016-02-01,2016,2,China,175010
2016-03-01,2016,3,China,102650
2016-04-01,2016,4,China,97900
2016-05-01,2016,5,China,71990
2016-06-01,2016,6,China,66050
2016-07-01,2016,7,China,119790
2016-08-01,2016,8,China,94370
2016-09-01,2016,9,China,82390
2016-10-01,2016,10,China,86290
2016-11-01,2016,11,China,97090
2016-12-01,2016,12,China,99420
2017-01-01,2017,1,China,166870
2017-02-01,2017,2,China,143430
2017-03-01,2017,3,China,111130
2017-04-01,2017,4,China,101810
2017-05-01,2017,5,China,80110
2017-06-01,2017,6,China,76370
2017-07-01,2017,7,China,149830
2017-08-01,2017,8,China,116380
2017-09-01,2017,9,China,97690
2017-10-01,2017,10,China,100400
2017-11-01,2017,11,China,101350
2017-12-01,2017,12,China,111540
2018-01-01,2018,1,China,118310
2018-02-01,2018,2,China,227410
2018-03-01,2018,3,China,122490
2018-04-01,2018,4,China,109260
2018-05-01,2018,5,China,89540
2018-06-01,2018,6,China,77360
2018-07-01,2018,7,China,153500
2018-08-01,2018,8,China,117060
2018-09-01,2018,9,China,97640
2018-10-01,2018,10,China,101320
2018-11-01,2018,11,China,102910
2018-12-01,2018,12,China,115340
2019-01-01,2019,1,China,142850
2019-02-01,2019,2,China,206280
2019-03-01,2019,3,China,124370
2019-04-01,2019,4,China,96240
2019-05-01,2019,5,China,94690
2019-06-01,2019,6,China,80680
2019-07-01,2019,7,China,150390
2019-08-01,2019,8,China,128280
2019-09-01,2019,9,China,98990
2019-10-01,2019,10,China,102710
2019-11-01,2019,11,China,101390
2019-12-01,2019,12,China,111800
2020-01-01,2020,1,China,156610
2020-02-01,2020,2,China,21330
2020-03-01,2020,3,China,27940
2020-04-01,2020,4,China,50
2020-05-01,2020,5,China,90
2020-06-01,2020,6,China,180
2020-07-01,2020,7,China,130
2020-08-01,2020,8,China,160
2020-09-01,2020,9,China,200
2020-10-01,2020,10,China,340
2020-11-01,2020,11,China,340
2020-12-01,2020,12,China,320
2021-01-01,2021,1,China,380
2021-02-01,2021,2,China,250
2021-03-01,2021,3,China,260
2021-04-01,2021,4,China,310
2021-05-01,2021,5,China,360
2021-06-01,2021,6,China,360
2021-07-01,2021,7,China,250
2021-08-01,2021,8,China,270
2021-09-01,2021,9,China,140
2021-10-01,2021,10,China,160
2021-11-01,2021,11,China,1030
2021-12-01,2021,12,China,2780
2022-01-01,2022,1,China,3740
2022-02-01,2022,2,China,7720
2022-03-01,2022,3,China,5130
2022-04-01,2022,4,China,3550
2022-05-01,2022,5,China,4250
2022-06-01,2022,6,China,6550
2022-07-01,2022,7,China,12390
2022-08-01,2022,8,China,8390
2022-09-01,2022,9,China,7480
2022-10-01,2022,10,China,7070
2022-11-01,2022,11,China,9100
2022-12-01,2022,12,China,13880
2023-01-01,2023,1,China,14630
2023-02-01,2023,2,China,40430
2023-03-01,2023,3,China,26810
2023-04-01,2023,4,China,32000
2023-05-01,2023,5,China,32210
2023-06-01,2023,6,China,37330
2023-07-01,2023,7,China,79040
2023-08-01,2023,8,China,58790
2023-09-01,2023,9,China,59080
2023-10-01,2023,10,China,43060
2023-11-01,2023,11,China,45880
2023-12-01,2023,12,China,66530
2024-01-01,2024,1,China,71170
2024-02-01,2024,2,China,149770
2024-03-01,2024,3,China,58240
2024-04-01,2024,4,China,58020
2024-05-01,2024,5,China,55130
2024-06-01,2024,6,China,55670
2024-07-01,2024,7,China,103840
2024-08-01,2024,8,China,78550
2024-09-01,2024,9,China,73570
2024-10-01,2024,10,China,61220
2024-11-01,2024,11,China,55800
2024-12-01,2024,12,China,70570
2025-01-01,2025,1,China,114660
2025-02-01,2025,2,China,122680
2025-03-01,2025,3,China,70990
2025-04-01,2025,4,China,73770
2025-05-01,2025,5,China,67350
2025-06-01,2025,6,China,60200
2025-07-01,2025,7,China,112900
2025-08-01,2025,8,China,98720
2025-09-01,2025,9,China,83080
2025-10-01,2025,10,China,78170
2025-11-01,2025,11,China,74500
2025-12-01,2025,12,China,83120
2026-01-01,2026,1,China,78400
2026-02-01,2026,2,China,220170
