date,year,month,duration,arrivals
2004-08-01,2004,8,Total (Duration of stay in days),403060
2004-09-01,2004,9,Total (Duration of stay in days),393510
2004-10-01,2004,10,Total (Duration of stay in days),447380
2004-11-01,2004,11,Total (Duration of stay in days),478020
2004-12-01,2004,12,Total (Duration of stay in days),591390
2005-01-01,2005,1,Total (Duration of stay in days),456920
2005-02-01,2005,2,Total (Duration of stay in days),498780
2005-03-01,2005,3,Total (Duration of stay in days),502090
2005-04-01,2005,4,Total (Duration of stay in days),406580
2005-05-01,2005,5,Total (Duration of stay in days),351290
2005-06-01,2005,6,Total (Duration of stay in days),377010
2005-07-01,2005,7,Total (Duration of stay in days),497040
2005-08-01,2005,8,Total (Duration of stay in days),429260
2005-09-01,2005,9,Total (Duration of stay in days),412070
2005-10-01,2005,10,Total (Duration of stay in days),461870
2005-11-01,2005,11,Total (Duration of stay in days),470670
2005-12-01,2005,12,Total (Duration of stay in days),599250
2006-01-01,2006,1,Total (Duration of stay in days),461400
2006-02-01,2006,2,Total (Duration of stay in days),485000
2006-03-01,2006,3,Total (Duration of stay in days),473440
2006-04-01,2006,4,Total (Duration of stay in days),435040
2006-05-01,2006,5,Total (Duration of stay in days),342940
2006-06-01,2006,6,Total (Duration of stay in days),379660
2006-07-01,2006,7,Total (Duration of stay in days),478190
2006-08-01,2006,8,Total (Duration of stay in days),410200
2006-09-01,2006,9,Total (Duration of stay in days),423460
2006-10-01,2006,10,Total (Duration of stay in days),472930
2006-11-01,2006,11,Total (Duration of stay in days),489990
2006-12-01,2006,12,Total (Duration of stay in days),640870
2007-01-01,2007,1,Total (Duration of stay in days),451030
2007-02-01,2007,2,Total (Duration of stay in days),510170
2007-03-01,2007,3,Total (Duration of stay in days),520020
2007-04-01,2007,4,Total (Duration of stay in days),434940
2007-05-01,2007,5,Total (Duration of stay in days),364730
2007-06-01,2007,6,Total (Duration of stay in days),397960
2007-07-01,2007,7,Total (Duration of stay in days),482790
2007-08-01,2007,8,Total (Duration of stay in days),434750
2007-09-01,2007,9,Total (Duration of stay in days),434110
2007-10-01,2007,10,Total (Duration of stay in days),468840
2007-11-01,2007,11,Total (Duration of stay in days),499210
2007-12-01,2007,12,Total (Duration of stay in days),614830
2008-01-01,2008,1,Total (Duration of stay in days),440630
2008-02-01,2008,2,Total (Duration of stay in days),546410
2008-03-01,2008,3,Total (Duration of stay in days),513720
2008-04-01,2008,4,Total (Duration of stay in days),424310
2008-05-01,2008,5,Total (Duration of stay in days),380020
2008-06-01,2008,6,Total (Duration of stay in days),382460
2008-07-01,2008,7,Total (Duration of stay in days),530450
2008-08-01,2008,8,Total (Duration of stay in days),418750
2008-09-01,2008,9,Total (Duration of stay in days),400010
2008-10-01,2008,10,Total (Duration of stay in days),455740
2008-11-01,2008,11,Total (Duration of stay in days),470350
2008-12-01,2008,12,Total (Duration of stay in days),611800
2009-01-01,2009,1,Total (Duration of stay in days),451880
2009-02-01,2009,2,Total (Duration of stay in days),501770
2009-03-01,2009,3,Total (Duration of stay in days),486840
2009-04-01,2009,4,Total (Duration of stay in days),452830
2009-05-01,2009,5,Total (Duration of stay in days),372920
2009-06-01,2009,6,Total (Duration of stay in days),362280
2009-07-01,2009,7,Total (Duration of stay in days),458960
2009-08-01,2009,8,Total (Duration of stay in days),413160
2009-09-01,2009,9,Total (Duration of stay in days),437290
2009-10-01,2009,10,Total (Duration of stay in days),484820
2009-11-01,2009,11,Total (Duration of stay in days),485250
2009-12-01,2009,12,Total (Duration of stay in days),649360
2010-01-01,2010,1,Total (Duration of stay in days),448710
2010-02-01,2010,2,Total (Duration of stay in days),560130
2010-03-01,2010,3,Total (Duration of stay in days),526330
2010-04-01,2010,4,Total (Duration of stay in days),428900
2010-05-01,2010,5,Total (Duration of stay in days),374960
2010-06-01,2010,6,Total (Duration of stay in days),403700
2010-07-01,2010,7,Total (Duration of stay in days),510930
2010-08-01,2010,8,Total (Duration of stay in days),451310
2010-09-01,2010,9,Total (Duration of stay in days),475680
2010-10-01,2010,10,Total (Duration of stay in days),494460
2010-11-01,2010,11,Total (Duration of stay in days),518090
2010-12-01,2010,12,Total (Duration of stay in days),678360
2011-01-01,2011,1,Total (Duration of stay in days),473780
2011-02-01,2011,2,Total (Duration of stay in days),565140
2011-03-01,2011,3,Total (Duration of stay in days),500100
2011-04-01,2011,4,Total (Duration of stay in days),460320
2011-05-01,2011,5,Total (Duration of stay in days),384520
2011-06-01,2011,6,Total (Duration of stay in days),387680
2011-07-01,2011,7,Total (Duration of stay in days),505640
2011-08-01,2011,8,Total (Duration of stay in days),467010
2011-09-01,2011,9,Total (Duration of stay in days),431040
2011-10-01,2011,10,Total (Duration of stay in days),499530
2011-11-01,2011,11,Total (Duration of stay in days),522760
2011-12-01,2011,12,Total (Duration of stay in days),674790
2012-01-01,2012,1,Total (Duration of stay in days),501990
2012-02-01,2012,2,Total (Duration of stay in days),565750
2012-03-01,2012,3,Total (Duration of stay in days),543830
2012-04-01,2012,4,Total (Duration of stay in days),465100
2012-05-01,2012,5,Total (Duration of stay in days),393430
2012-06-01,2012,6,Total (Duration of stay in days),420510
2012-07-01,2012,7,Total (Duration of stay in days),499860
2012-08-01,2012,8,Total (Duration of stay in days),498740
2012-09-01,2012,9,Total (Duration of stay in days),475470
2012-10-01,2012,10,Total (Duration of stay in days),521010
2012-11-01,2012,11,Total (Duration of stay in days),560100
2012-12-01,2012,12,Total (Duration of stay in days),721320
2013-01-01,2013,1,Total (Duration of stay in days),488670
2013-02-01,2013,2,Total (Duration of stay in days),616970
2013-03-01,2013,3,Total (Duration of stay in days),588870
2013-04-01,2013,4,Total (Duration of stay in days),461540
2013-05-01,2013,5,Total (Duration of stay in days),413330
2013-06-01,2013,6,Total (Duration of stay in days),447520
2013-07-01,2013,7,Total (Duration of stay in days),530910
2013-08-01,2013,8,Total (Duration of stay in days),529350
2013-09-01,2013,9,Total (Duration of stay in days),493890
2013-10-01,2013,10,Total (Duration of stay in days),542760
2013-11-01,2013,11,Total (Duration of stay in days),578130
2013-12-01,2013,12,Total (Duration of stay in days),789760
2014-01-01,2014,1,Total (Duration of stay in days),562510
2014-02-01,2014,2,Total (Duration of stay in days),637630
2014-03-01,2014,3,Total (Duration of stay in days),600820
2014-04-01,2014,4,Total (Duration of stay in days),528560
2014-05-01,2014,5,Total (Duration of stay in days),472880
2014-06-01,2014,6,Total (Duration of stay in days),457900
2014-07-01,2014,7,Total (Duration of stay in days),589650
2014-08-01,2014,8,Total (Duration of stay in days),540910
2014-09-01,2014,9,Total (Duration of stay in days),521750
2014-10-01,2014,10,Total (Duration of stay in days),586680
2014-11-01,2014,11,Total (Duration of stay in days),611230
2014-12-01,2014,12,Total (Duration of stay in days),811830
2015-01-01,2015,1,Total (Duration of stay in days),547430
2015-02-01,2015,2,Total (Duration of stay in days),726060
2015-03-01,2015,3,Total (Duration of stay in days),679270
2015-04-01,2015,4,Total (Duration of stay in days),550150
2015-05-01,2015,5,Total (Duration of stay in days),485660
2015-06-01,2015,6,Total (Duration of stay in days),488150
2015-07-01,2015,7,Total (Duration of stay in days),628270
2015-08-01,2015,8,Total (Duration of stay in days),574140
2015-09-01,2015,9,Total (Duration of stay in days),571990
2015-10-01,2015,10,Total (Duration of stay in days),625800
2015-11-01,2015,11,Total (Duration of stay in days),671540
2015-12-01,2015,12,Total (Duration of stay in days),901320
2016-01-01,2016,1,Total (Duration of stay in days),617670
2016-02-01,2016,2,Total (Duration of stay in days),798610
2016-03-01,2016,3,Total (Duration of stay in days),757350
2016-04-01,2016,4,Total (Duration of stay in days),610500
2016-05-01,2016,5,Total (Duration of stay in days),541280
2016-06-01,2016,6,Total (Duration of stay in days),555070
2016-07-01,2016,7,Total (Duration of stay in days),715780
2016-08-01,2016,8,Total (Duration of stay in days),632140
2016-09-01,2016,9,Total (Duration of stay in days),647040
2016-10-01,2016,10,Total (Duration of stay in days),695920
2016-11-01,2016,11,Total (Duration of stay in days),721830
2016-12-01,2016,12,Total (Duration of stay in days),976150
2017-01-01,2017,1,Total (Duration of stay in days),723990
2017-02-01,2017,2,Total (Duration of stay in days),787580
2017-03-01,2017,3,Total (Duration of stay in days),772230
2017-04-01,2017,4,Total (Duration of stay in days),700010
2017-05-01,2017,5,Total (Duration of stay in days),579090
2017-06-01,2017,6,Total (Duration of stay in days),606010
2017-07-01,2017,7,Total (Duration of stay in days),746410
2017-08-01,2017,8,Total (Duration of stay in days),702900
2017-09-01,2017,9,Total (Duration of stay in days),663590
2017-10-01,2017,10,Total (Duration of stay in days),741360
2017-11-01,2017,11,Total (Duration of stay in days),777090
2017-12-01,2017,12,Total (Duration of stay in days),1015040
2018-01-01,2018,1,Total (Duration of stay in days),702580
2018-02-01,2018,2,Total (Duration of stay in days),914530
2018-03-01,2018,3,Total (Duration of stay in days),872350
2018-04-01,2018,4,Total (Duration of stay in days),679780
2018-05-01,2018,5,Total (Duration of stay in days),609450
2018-06-01,2018,6,Total (Duration of stay in days),646650
2018-07-01,2018,7,Total (Duration of stay in days),774360
2018-08-01,2018,8,Total (Duration of stay in days),741710
2018-09-01,2018,9,Total (Duration of stay in days),690190
2018-10-01,2018,10,Total (Duration of stay in days),753960
2018-11-01,2018,11,Total (Duration of stay in days),802160
2018-12-01,2018,12,Total (Duration of stay in days),1057900
2019-01-01,2019,1,Total (Duration of stay in days),731130
2019-02-01,2019,2,Total (Duration of stay in days),927240
2019-03-01,2019,3,Total (Duration of stay in days),836350
2019-04-01,2019,4,Total (Duration of stay in days),700370
2019-05-01,2019,5,Total (Duration of stay in days),668280
2019-06-01,2019,6,Total (Duration of stay in days),660340
2019-07-01,2019,7,Total (Duration of stay in days),790380
2019-08-01,2019,8,Total (Duration of stay in days),789200
2019-09-01,2019,9,Total (Duration of stay in days),694960
2019-10-01,2019,10,Total (Duration of stay in days),774020
2019-11-01,2019,11,Total (Duration of stay in days),815910
2019-12-01,2019,12,Total (Duration of stay in days),1077720
2020-01-01,2020,1,Total (Duration of stay in days),766590
2020-02-01,2020,2,Total (Duration of stay in days),685410
2020-03-01,2020,3,Total (Duration of stay in days),331890
2020-04-01,2020,4,Total (Duration of stay in days),2250
2020-05-01,2020,5,Total (Duration of stay in days),3440
2020-06-01,2020,6,Total (Duration of stay in days),5400
2020-07-01,2020,7,Total (Duration of stay in days),3530
2020-08-01,2020,8,Total (Duration of stay in days),3030
2020-09-01,2020,9,Total (Duration of stay in days),3720
2020-10-01,2020,10,Total (Duration of stay in days),6070
2020-11-01,2020,11,Total (Duration of stay in days),7570
2020-12-01,2020,12,Total (Duration of stay in days),8820
2021-01-01,2021,1,Total (Duration of stay in days),7990
2021-02-01,2021,2,Total (Duration of stay in days),6260
2021-03-01,2021,3,Total (Duration of stay in days),8320
2021-04-01,2021,4,Total (Duration of stay in days),22610
2021-05-01,2021,5,Total (Duration of stay in days),36190
2021-06-01,2021,6,Total (Duration of stay in days),36770
2021-07-01,2021,7,Total (Duration of stay in days),18720
2021-08-01,2021,8,Total (Duration of stay in days),6390
2021-09-01,2021,9,Total (Duration of stay in days),4430
2021-10-01,2021,10,Total (Duration of stay in days),4410
2021-11-01,2021,11,Total (Duration of stay in days),20860
2021-12-01,2021,12,Total (Duration of stay in days),73290
2022-01-01,2022,1,Total (Duration of stay in days),60760
2022-02-01,2022,2,Total (Duration of stay in days),90460
2022-03-01,2022,3,Total (Duration of stay in days),170250
2022-04-01,2022,4,Total (Duration of stay in days),235460
2022-05-01,2022,5,Total (Duration of stay in days),231480
2022-06-01,2022,6,Total (Duration of stay in days),275300
2022-07-01,2022,7,Total (Duration of stay in days),325680
2022-08-01,2022,8,Total (Duration of stay in days),348440
2022-09-01,2022,9,Total (Duration of stay in days),371850
2022-10-01,2022,10,Total (Duration of stay in days),430470
2022-11-01,2022,11,Total (Duration of stay in days),505240
2022-12-01,2022,12,Total (Duration of stay in days),648970
2023-01-01,2023,1,Total (Duration of stay in days),412410
2023-02-01,2023,2,Total (Duration of stay in days),600710
2023-03-01,2023,3,Total (Duration of stay in days),613340
2023-04-01,2023,4,Total (Duration of stay in days),544920
2023-05-01,2023,5,Total (Duration of stay in days),512330
2023-06-01,2023,6,Total (Duration of stay in days),542080
2023-07-01,2023,7,Total (Duration of stay in days),625120
2023-08-01,2023,8,Total (Duration of stay in days),603360
2023-09-01,2023,9,Total (Duration of stay in days),584620
2023-10-01,2023,10,Total (Duration of stay in days),607930
2023-11-01,2023,11,Total (Duration of stay in days),663760
2023-12-01,2023,12,Total (Duration of stay in days),876860
2024-01-01,2024,1,Total (Duration of stay in days),603770
2024-02-01,2024,2,Total (Duration of stay in days),857950
2024-03-01,2024,3,Total (Duration of stay in days),761050
2024-04-01,2024,4,Total (Duration of stay in days),593090
2024-05-01,2024,5,Total (Duration of stay in days),600780
2024-06-01,2024,6,Total (Duration of stay in days),587760
2024-07-01,2024,7,Total (Duration of stay in days),658970
2024-08-01,2024,8,Total (Duration of stay in days),658810
2024-09-01,2024,9,Total (Duration of stay in days),630700
2024-10-01,2024,10,Total (Duration of stay in days),677410
2024-11-01,2024,11,Total (Duration of stay in days),695360
2024-12-01,2024,12,Total (Duration of stay in days),945280
2025-01-01,2025,1,Total (Duration of stay in days),710040
2025-02-01,2025,2,Total (Duration of stay in days),787770
2025-03-01,2025,3,Total (Duration of stay in days),761230
2025-04-01,2025,4,Total (Duration of stay in days),641150
2025-05-01,2025,5,Total (Duration of stay in days),611180
2025-06-01,2025,6,Total (Duration of stay in days),624510
2025-07-01,2025,7,Total (Duration of stay in days),743210
2025-08-01,2025,8,Total (Duration of stay in days),753320
2025-09-01,2025,9,Total (Duration of stay in days),696500
2025-10-01,2025,10,Total (Duration of stay in days),740650
2025-11-01,2025,11,Total (Duration of stay in days),831170
2025-12-01,2025,12,Total (Duration of stay in days),1036660
2026-01-01,2026,1,Total (Duration of stay in days),716680
2026-02-01,2026,2,Total (Duration of stay in days),943220
