date,year,month,duration,arrivals
1992-12-01,1992,12,6 and under 12 months,6300
1993-01-01,1993,1,6 and under 12 months,13720
1993-02-01,1993,2,6 and under 12 months,17760
1993-03-01,1993,3,6 and under 12 months,7180
1993-04-01,1993,4,6 and under 12 months,7690
1993-05-01,1993,5,6 and under 12 months,5230
1993-06-01,1993,6,6 and under 12 months,5800
1993-07-01,1993,7,6 and under 12 months,12250
1993-08-01,1993,8,6 and under 12 months,7090
1993-09-01,1993,9,6 and under 12 months,8220
1993-10-01,1993,10,6 and under 12 months,9630
1993-11-01,1993,11,6 and under 12 months,8640
1993-12-01,1993,12,6 and under 12 months,7330
1994-01-01,1994,1,6 and under 12 months,16600
1994-02-01,1994,2,6 and under 12 months,19400
1994-03-01,1994,3,6 and under 12 months,7770
1994-04-01,1994,4,6 and under 12 months,8990
1994-05-01,1994,5,6 and under 12 months,6310
1994-06-01,1994,6,6 and under 12 months,7060
1994-07-01,1994,7,6 and under 12 months,13760
1994-08-01,1994,8,6 and under 12 months,8140
1994-09-01,1994,9,6 and under 12 months,10310
1994-10-01,1994,10,6 and under 12 months,11790
1994-11-01,1994,11,6 and under 12 months,10180
1994-12-01,1994,12,6 and under 12 months,8260
1995-01-01,1995,1,6 and under 12 months,16440
1995-02-01,1995,2,6 and under 12 months,22190
1995-03-01,1995,3,6 and under 12 months,9070
1995-04-01,1995,4,6 and under 12 months,9640
1995-05-01,1995,5,6 and under 12 months,7820
1995-06-01,1995,6,6 and under 12 months,8470
1995-07-01,1995,7,6 and under 12 months,17120
1995-08-01,1995,8,6 and under 12 months,7770
1995-09-01,1995,9,6 and under 12 months,11740
1995-10-01,1995,10,6 and under 12 months,13260
1995-11-01,1995,11,6 and under 12 months,12610
1995-12-01,1995,12,6 and under 12 months,9620
1996-01-01,1996,1,6 and under 12 months,22760
1996-02-01,1996,2,6 and under 12 months,24700
1996-03-01,1996,3,6 and under 12 months,13250
1996-04-01,1996,4,6 and under 12 months,11490
1996-05-01,1996,5,6 and under 12 months,7830
1996-06-01,1996,6,6 and under 12 months,8810
1996-07-01,1996,7,6 and under 12 months,21220
1996-08-01,1996,8,6 and under 12 months,9650
1996-09-01,1996,9,6 and under 12 months,10830
1996-10-01,1996,10,6 and under 12 months,14150
1996-11-01,1996,11,6 and under 12 months,13400
1996-12-01,1996,12,6 and under 12 months,9550
1997-01-01,1997,1,6 and under 12 months,25890
1997-02-01,1997,2,6 and under 12 months,28770
1997-03-01,1997,3,6 and under 12 months,13500
1997-04-01,1997,4,6 and under 12 months,12010
1997-05-01,1997,5,6 and under 12 months,8590
1997-06-01,1997,6,6 and under 12 months,9160
1997-07-01,1997,7,6 and under 12 months,23760
1997-08-01,1997,8,6 and under 12 months,11300
1997-09-01,1997,9,6 and under 12 months,13990
1997-10-01,1997,10,6 and under 12 months,15920
1997-11-01,1997,11,6 and under 12 months,14130
1997-12-01,1997,12,6 and under 12 months,9870
1998-01-01,1998,1,6 and under 12 months,22710
1998-02-01,1998,2,6 and under 12 months,32860
1998-03-01,1998,3,6 and under 12 months,11670
1998-04-01,1998,4,6 and under 12 months,12030
1998-05-01,1998,5,6 and under 12 months,9090
1998-06-01,1998,6,6 and under 12 months,10040
1998-07-01,1998,7,6 and under 12 months,21510
1998-08-01,1998,8,6 and under 12 months,10880
1998-09-01,1998,9,6 and under 12 months,14450
1998-10-01,1998,10,6 and under 12 months,15030
1998-11-01,1998,11,6 and under 12 months,13650
1998-12-01,1998,12,6 and under 12 months,11080
1999-01-01,1999,1,6 and under 12 months,25740
1999-02-01,1999,2,6 and under 12 months,30540
1999-03-01,1999,3,6 and under 12 months,13650
1999-04-01,1999,4,6 and under 12 months,12990
1999-05-01,1999,5,6 and under 12 months,10160
1999-06-01,1999,6,6 and under 12 months,10920
1999-07-01,1999,7,6 and under 12 months,24260
1999-08-01,1999,8,6 and under 12 months,11220
1999-09-01,1999,9,6 and under 12 months,14290
1999-10-01,1999,10,6 and under 12 months,18740
1999-11-01,1999,11,6 and under 12 months,18020
1999-12-01,1999,12,6 and under 12 months,14490
2000-01-01,2000,1,6 and under 12 months,28680
2000-02-01,2000,2,6 and under 12 months,35850
2000-03-01,2000,3,6 and under 12 months,14170
2000-04-01,2000,4,6 and under 12 months,14570
2000-05-01,2000,5,6 and under 12 months,12890
2000-06-01,2000,6,6 and under 12 months,14950
2000-07-01,2000,7,6 and under 12 months,27890
2000-08-01,2000,8,6 and under 12 months,16760
2000-09-01,2000,9,6 and under 12 months,16220
2000-10-01,2000,10,6 and under 12 months,20480
2000-11-01,2000,11,6 and under 12 months,18400
2000-12-01,2000,12,6 and under 12 months,14490
2001-01-01,2001,1,6 and under 12 months,31260
2001-02-01,2001,2,6 and under 12 months,39400
2001-03-01,2001,3,6 and under 12 months,16760
2001-04-01,2001,4,6 and under 12 months,14370
2001-05-01,2001,5,6 and under 12 months,11990
2001-06-01,2001,6,6 and under 12 months,12310
2001-07-01,2001,7,6 and under 12 months,29480
2001-08-01,2001,8,6 and under 12 months,15220
2001-09-01,2001,9,6 and under 12 months,18090
2001-10-01,2001,10,6 and under 12 months,21280
2001-11-01,2001,11,6 and under 12 months,17190
2001-12-01,2001,12,6 and under 12 months,14700
2002-01-01,2002,1,6 and under 12 months,33650
2002-02-01,2002,2,6 and under 12 months,36670
2002-03-01,2002,3,6 and under 12 months,21360
2002-04-01,2002,4,6 and under 12 months,16640
2002-05-01,2002,5,6 and under 12 months,12010
2002-06-01,2002,6,6 and under 12 months,14770
2002-07-01,2002,7,6 and under 12 months,31680
2002-08-01,2002,8,6 and under 12 months,17170
2002-09-01,2002,9,6 and under 12 months,20470
2002-10-01,2002,10,6 and under 12 months,20730
2002-11-01,2002,11,6 and under 12 months,19710
2002-12-01,2002,12,6 and under 12 months,15130
2003-01-01,2003,1,6 and under 12 months,34510
2003-02-01,2003,2,6 and under 12 months,44050
2003-03-01,2003,3,6 and under 12 months,20800
2003-04-01,2003,4,6 and under 12 months,14560
2003-05-01,2003,5,6 and under 12 months,11900
2003-06-01,2003,6,6 and under 12 months,12170
2003-07-01,2003,7,6 and under 12 months,30660
2003-08-01,2003,8,6 and under 12 months,19720
2003-09-01,2003,9,6 and under 12 months,23830
2003-10-01,2003,10,6 and under 12 months,26710
2003-11-01,2003,11,6 and under 12 months,18430
2003-12-01,2003,12,6 and under 12 months,17760
2004-01-01,2004,1,6 and under 12 months,39640
2004-02-01,2004,2,6 and under 12 months,52370
2004-03-01,2004,3,6 and under 12 months,22130
2004-04-01,2004,4,6 and under 12 months,19270
2004-05-01,2004,5,6 and under 12 months,15070
2004-06-01,2004,6,6 and under 12 months,15060
2004-07-01,2004,7,6 and under 12 months,26970
2004-08-01,2004,8,6 and under 12 months,14260
2004-09-01,2004,9,6 and under 12 months,16960
2004-10-01,2004,10,6 and under 12 months,19290
2004-11-01,2004,11,6 and under 12 months,15940
2004-12-01,2004,12,6 and under 12 months,15090
2005-01-01,2005,1,6 and under 12 months,35300
2005-02-01,2005,2,6 and under 12 months,41610
2005-03-01,2005,3,6 and under 12 months,18530
2005-04-01,2005,4,6 and under 12 months,15300
2005-05-01,2005,5,6 and under 12 months,12700
2005-06-01,2005,6,6 and under 12 months,13530
2005-07-01,2005,7,6 and under 12 months,30090
2005-08-01,2005,8,6 and under 12 months,14430
2005-09-01,2005,9,6 and under 12 months,18990
2005-10-01,2005,10,6 and under 12 months,17810
2005-11-01,2005,11,6 and under 12 months,16490
2005-12-01,2005,12,6 and under 12 months,14250
2006-01-01,2006,1,6 and under 12 months,31710
2006-02-01,2006,2,6 and under 12 months,47360
2006-03-01,2006,3,6 and under 12 months,18510
2006-04-01,2006,4,6 and under 12 months,16210
2006-05-01,2006,5,6 and under 12 months,12170
2006-06-01,2006,6,6 and under 12 months,15580
2006-07-01,2006,7,6 and under 12 months,30030
2006-08-01,2006,8,6 and under 12 months,16140
2006-09-01,2006,9,6 and under 12 months,20530
2006-10-01,2006,10,6 and under 12 months,20870
2006-11-01,2006,11,6 and under 12 months,18000
2006-12-01,2006,12,6 and under 12 months,15800
2007-01-01,2007,1,6 and under 12 months,37060
2007-02-01,2007,2,6 and under 12 months,43170
2007-03-01,2007,3,6 and under 12 months,24720
2007-04-01,2007,4,6 and under 12 months,18790
2007-05-01,2007,5,6 and under 12 months,15370
2007-06-01,2007,6,6 and under 12 months,15440
2007-07-01,2007,7,6 and under 12 months,30150
2007-08-01,2007,8,6 and under 12 months,17890
2007-09-01,2007,9,6 and under 12 months,21620
2007-10-01,2007,10,6 and under 12 months,20050
2007-11-01,2007,11,6 and under 12 months,19300
2007-12-01,2007,12,6 and under 12 months,15160
2008-01-01,2008,1,6 and under 12 months,36580
2008-02-01,2008,2,6 and under 12 months,48120
2008-03-01,2008,3,6 and under 12 months,25830
2008-04-01,2008,4,6 and under 12 months,19010
2008-05-01,2008,5,6 and under 12 months,15780
2008-06-01,2008,6,6 and under 12 months,17500
2008-07-01,2008,7,6 and under 12 months,30920
2008-08-01,2008,8,6 and under 12 months,21230
2008-09-01,2008,9,6 and under 12 months,24250
2008-10-01,2008,10,6 and under 12 months,24770
2008-11-01,2008,11,6 and under 12 months,21770
2008-12-01,2008,12,6 and under 12 months,17360
2009-01-01,2009,1,6 and under 12 months,42150
2009-02-01,2009,2,6 and under 12 months,58490
2009-03-01,2009,3,6 and under 12 months,29750
2009-04-01,2009,4,6 and under 12 months,22350
2009-05-01,2009,5,6 and under 12 months,17820
2009-06-01,2009,6,6 and under 12 months,19880
2009-07-01,2009,7,6 and under 12 months,36860
2009-08-01,2009,8,6 and under 12 months,22270
2009-09-01,2009,9,6 and under 12 months,26590
2009-10-01,2009,10,6 and under 12 months,26210
2009-11-01,2009,11,6 and under 12 months,22670
2009-12-01,2009,12,6 and under 12 months,19620
2010-01-01,2010,1,6 and under 12 months,45440
2010-02-01,2010,2,6 and under 12 months,59880
2010-03-01,2010,3,6 and under 12 months,33720
2010-04-01,2010,4,6 and under 12 months,21790
2010-05-01,2010,5,6 and under 12 months,18170
2010-06-01,2010,6,6 and under 12 months,20190
2010-07-01,2010,7,6 and under 12 months,38610
2010-08-01,2010,8,6 and under 12 months,23290
2010-09-01,2010,9,6 and under 12 months,28000
2010-10-01,2010,10,6 and under 12 months,27430
2010-11-01,2010,11,6 and under 12 months,23550
2010-12-01,2010,12,6 and under 12 months,20810
2011-01-01,2011,1,6 and under 12 months,44900
2011-02-01,2011,2,6 and under 12 months,68160
2011-03-01,2011,3,6 and under 12 months,32380
2011-04-01,2011,4,6 and under 12 months,21940
2011-05-01,2011,5,6 and under 12 months,21590
2011-06-01,2011,6,6 and under 12 months,21570
2011-07-01,2011,7,6 and under 12 months,38470
2011-08-01,2011,8,6 and under 12 months,25120
2011-09-01,2011,9,6 and under 12 months,30010
2011-10-01,2011,10,6 and under 12 months,27900
2011-11-01,2011,11,6 and under 12 months,26230
2011-12-01,2011,12,6 and under 12 months,21850
2012-01-01,2012,1,6 and under 12 months,44990
2012-02-01,2012,2,6 and under 12 months,71370
2012-03-01,2012,3,6 and under 12 months,32140
2012-04-01,2012,4,6 and under 12 months,26360
2012-05-01,2012,5,6 and under 12 months,21820
2012-06-01,2012,6,6 and under 12 months,24690
2012-07-01,2012,7,6 and under 12 months,41520
2012-08-01,2012,8,6 and under 12 months,28480
2012-09-01,2012,9,6 and under 12 months,34430
2012-10-01,2012,10,6 and under 12 months,33260
2012-11-01,2012,11,6 and under 12 months,31130
2012-12-01,2012,12,6 and under 12 months,25480
2013-01-01,2013,1,6 and under 12 months,52390
2013-02-01,2013,2,6 and under 12 months,64310
2013-03-01,2013,3,6 and under 12 months,41530
2013-04-01,2013,4,6 and under 12 months,29570
2013-05-01,2013,5,6 and under 12 months,22890
2013-06-01,2013,6,6 and under 12 months,23920
2013-07-01,2013,7,6 and under 12 months,42020
2013-08-01,2013,8,6 and under 12 months,29330
2013-09-01,2013,9,6 and under 12 months,34650
2013-10-01,2013,10,6 and under 12 months,33130
2013-11-01,2013,11,6 and under 12 months,28840
2013-12-01,2013,12,6 and under 12 months,23610
2014-01-01,2014,1,6 and under 12 months,49060
2014-02-01,2014,2,6 and under 12 months,66900
2014-03-01,2014,3,6 and under 12 months,38530
2014-04-01,2014,4,6 and under 12 months,28190
2014-05-01,2014,5,6 and under 12 months,23470
2014-06-01,2014,6,6 and under 12 months,24430
2014-07-01,2014,7,6 and under 12 months,43430
2014-08-01,2014,8,6 and under 12 months,31410
2014-09-01,2014,9,6 and under 12 months,33690
2014-10-01,2014,10,6 and under 12 months,35460
2014-11-01,2014,11,6 and under 12 months,29460
2014-12-01,2014,12,6 and under 12 months,25020
2015-01-01,2015,1,6 and under 12 months,55130
2015-02-01,2015,2,6 and under 12 months,61770
2015-03-01,2015,3,6 and under 12 months,47040
2015-04-01,2015,4,6 and under 12 months,33500
2015-05-01,2015,5,6 and under 12 months,25970
2015-06-01,2015,6,6 and under 12 months,26950
2015-07-01,2015,7,6 and under 12 months,47410
2015-08-01,2015,8,6 and under 12 months,33000
2015-09-01,2015,9,6 and under 12 months,36480
2015-10-01,2015,10,6 and under 12 months,35780
2015-11-01,2015,11,6 and under 12 months,31320
2015-12-01,2015,12,6 and under 12 months,27850
2016-01-01,2016,1,6 and under 12 months,56220
2016-02-01,2016,2,6 and under 12 months,77400
2016-03-01,2016,3,6 and under 12 months,43930
2016-04-01,2016,4,6 and under 12 months,33780
2016-05-01,2016,5,6 and under 12 months,27750
2016-06-01,2016,6,6 and under 12 months,29230
2016-07-01,2016,7,6 and under 12 months,55180
2016-08-01,2016,8,6 and under 12 months,33670
2016-09-01,2016,9,6 and under 12 months,38700
2016-10-01,2016,10,6 and under 12 months,36970
2016-11-01,2016,11,6 and under 12 months,34110
2016-12-01,2016,12,6 and under 12 months,29940
2017-01-01,2017,1,6 and under 12 months,57870
2017-02-01,2017,2,6 and under 12 months,89230
2017-03-01,2017,3,6 and under 12 months,43850
2017-04-01,2017,4,6 and under 12 months,36930
2017-05-01,2017,5,6 and under 12 months,29690
2017-06-01,2017,6,6 and under 12 months,32240
2017-07-01,2017,7,6 and under 12 months,57220
2017-08-01,2017,8,6 and under 12 months,34380
2017-09-01,2017,9,6 and under 12 months,38130
2017-10-01,2017,10,6 and under 12 months,39380
2017-11-01,2017,11,6 and under 12 months,34220
2017-12-01,2017,12,6 and under 12 months,31840
2018-01-01,2018,1,6 and under 12 months,66680
2018-02-01,2018,2,6 and under 12 months,83350
2018-03-01,2018,3,6 and under 12 months,51350
2018-04-01,2018,4,6 and under 12 months,40950
2018-05-01,2018,5,6 and under 12 months,33190
2018-06-01,2018,6,6 and under 12 months,33550
2018-07-01,2018,7,6 and under 12 months,61020
2018-08-01,2018,8,6 and under 12 months,36130
2018-09-01,2018,9,6 and under 12 months,39410
2018-10-01,2018,10,6 and under 12 months,39610
2018-11-01,2018,11,6 and under 12 months,36770
2018-12-01,2018,12,6 and under 12 months,31140
2019-01-01,2019,1,6 and under 12 months,65510
2019-02-01,2019,2,6 and under 12 months,93380
2019-03-01,2019,3,6 and under 12 months,50540
2019-04-01,2019,4,6 and under 12 months,37170
2019-05-01,2019,5,6 and under 12 months,36570
2019-06-01,2019,6,6 and under 12 months,36150
2019-07-01,2019,7,6 and under 12 months,56370
2019-08-01,2019,8,6 and under 12 months,37990
2019-09-01,2019,9,6 and under 12 months,40960
2019-10-01,2019,10,6 and under 12 months,38760
2019-11-01,2019,11,6 and under 12 months,37790
2019-12-01,2019,12,6 and under 12 months,32820
2020-01-01,2020,1,6 and under 12 months,67220
2020-02-01,2020,2,6 and under 12 months,64330
2020-03-01,2020,3,6 and under 12 months,37970
2020-04-01,2020,4,6 and under 12 months,190
2020-05-01,2020,5,6 and under 12 months,270
2020-06-01,2020,6,6 and under 12 months,420
2020-07-01,2020,7,6 and under 12 months,370
2020-08-01,2020,8,6 and under 12 months,410
2020-09-01,2020,9,6 and under 12 months,970
2020-10-01,2020,10,6 and under 12 months,1190
2020-11-01,2020,11,6 and under 12 months,1130
2020-12-01,2020,12,6 and under 12 months,1450
2021-01-01,2021,1,6 and under 12 months,1860
2021-02-01,2021,2,6 and under 12 months,1530
2021-03-01,2021,3,6 and under 12 months,2050
2021-04-01,2021,4,6 and under 12 months,2090
2021-05-01,2021,5,6 and under 12 months,2490
2021-06-01,2021,6,6 and under 12 months,2680
2021-07-01,2021,7,6 and under 12 months,1420
2021-08-01,2021,8,6 and under 12 months,1540
2021-09-01,2021,9,6 and under 12 months,1390
2021-10-01,2021,10,6 and under 12 months,1560
2021-11-01,2021,11,6 and under 12 months,3030
2021-12-01,2021,12,6 and under 12 months,9980
2022-01-01,2022,1,6 and under 12 months,15630
2022-02-01,2022,2,6 and under 12 months,24250
2022-03-01,2022,3,6 and under 12 months,24740
2022-04-01,2022,4,6 and under 12 months,25260
2022-05-01,2022,5,6 and under 12 months,26040
2022-06-01,2022,6,6 and under 12 months,26560
2022-07-01,2022,7,6 and under 12 months,32970
2022-08-01,2022,8,6 and under 12 months,33440
2022-09-01,2022,9,6 and under 12 months,37680
2022-10-01,2022,10,6 and under 12 months,33240
2022-11-01,2022,11,6 and under 12 months,41600
2022-12-01,2022,12,6 and under 12 months,33640
2023-01-01,2023,1,6 and under 12 months,44890
2023-02-01,2023,2,6 and under 12 months,73810
2023-03-01,2023,3,6 and under 12 months,50350
2023-04-01,2023,4,6 and under 12 months,41510
2023-05-01,2023,5,6 and under 12 months,44040
2023-06-01,2023,6,6 and under 12 months,42210
2023-07-01,2023,7,6 and under 12 months,50630
2023-08-01,2023,8,6 and under 12 months,43290
2023-09-01,2023,9,6 and under 12 months,48660
2023-10-01,2023,10,6 and under 12 months,43690
2023-11-01,2023,11,6 and under 12 months,46680
2023-12-01,2023,12,6 and under 12 months,41640
2024-01-01,2024,1,6 and under 12 months,69020
2024-02-01,2024,2,6 and under 12 months,92190
2024-03-01,2024,3,6 and under 12 months,51480
2024-04-01,2024,4,6 and under 12 months,43780
2024-05-01,2024,5,6 and under 12 months,43230
2024-06-01,2024,6,6 and under 12 months,40880
2024-07-01,2024,7,6 and under 12 months,58300
2024-08-01,2024,8,6 and under 12 months,41970
2024-09-01,2024,9,6 and under 12 months,49230
2024-10-01,2024,10,6 and under 12 months,45030
2024-11-01,2024,11,6 and under 12 months,45610
2024-12-01,2024,12,6 and under 12 months,40320
2025-01-01,2025,1,6 and under 12 months,70080
2025-02-01,2025,2,6 and under 12 months,104330
2025-03-01,2025,3,6 and under 12 months,53850
2025-04-01,2025,4,6 and under 12 months,43970
2025-05-01,2025,5,6 and under 12 months,47210
2025-06-01,2025,6,6 and under 12 months,44220
2025-07-01,2025,7,6 and under 12 months,56740
2025-08-01,2025,8,6 and under 12 months,47970
2025-09-01,2025,9,6 and under 12 months,50070
2025-10-01,2025,10,6 and under 12 months,46620
2025-11-01,2025,11,6 and under 12 months,46960
2025-12-01,2025,12,6 and under 12 months,41610
2026-01-01,2026,1,6 and under 12 months,79040
2026-02-01,2026,2,6 and under 12 months,92940
1991-01-01,1991,1,Total (Duration of stay in days),177410
1991-02-01,1991,2,Total (Duration of stay in days),190570
1991-03-01,1991,3,Total (Duration of stay in days),189180
1991-04-01,1991,4,Total (Duration of stay in days),168000
1991-05-01,1991,5,Total (Duration of stay in days),161400
1991-06-01,1991,6,Total (Duration of stay in days),172230
1991-07-01,1991,7,Total (Duration of stay in days),208310
1991-08-01,1991,8,Total (Duration of stay in days),199310
1991-09-01,1991,9,Total (Duration of stay in days),197360
1991-10-01,1991,10,Total (Duration of stay in days),215970
1991-11-01,1991,11,Total (Duration of stay in days),223860
1991-12-01,1991,12,Total (Duration of stay in days),266750
1992-01-01,1992,1,Total (Duration of stay in days),196090
1992-02-01,1992,2,Total (Duration of stay in days),238250
1992-03-01,1992,3,Total (Duration of stay in days),217800
1992-04-01,1992,4,Total (Duration of stay in days),203830
1992-05-01,1992,5,Total (Duration of stay in days),175220
1992-06-01,1992,6,Total (Duration of stay in days),176940
1992-07-01,1992,7,Total (Duration of stay in days),219260
1992-08-01,1992,8,Total (Duration of stay in days),199080
1992-09-01,1992,9,Total (Duration of stay in days),190020
1992-10-01,1992,10,Total (Duration of stay in days),229320
1992-11-01,1992,11,Total (Duration of stay in days),255040
1992-12-01,1992,12,Total (Duration of stay in days),302400
1993-01-01,1993,1,Total (Duration of stay in days),242760
1993-02-01,1993,2,Total (Duration of stay in days),245460
1993-03-01,1993,3,Total (Duration of stay in days),257950
1993-04-01,1993,4,Total (Duration of stay in days),226320
1993-05-01,1993,5,Total (Duration of stay in days),213410
1993-06-01,1993,6,Total (Duration of stay in days),204580
1993-07-01,1993,7,Total (Duration of stay in days),244620
1993-08-01,1993,8,Total (Duration of stay in days),239930
1993-09-01,1993,9,Total (Duration of stay in days),224030
1993-10-01,1993,10,Total (Duration of stay in days),267220
1993-11-01,1993,11,Total (Duration of stay in days),285910
1993-12-01,1993,12,Total (Duration of stay in days),344040
1994-01-01,1994,1,Total (Duration of stay in days),250530
1994-02-01,1994,2,Total (Duration of stay in days),304280
1994-03-01,1994,3,Total (Duration of stay in days),307400
1994-04-01,1994,4,Total (Duration of stay in days),255130
1994-05-01,1994,5,Total (Duration of stay in days),214940
1994-06-01,1994,6,Total (Duration of stay in days),230940
1994-07-01,1994,7,Total (Duration of stay in days),282510
1994-08-01,1994,8,Total (Duration of stay in days),265430
1994-09-01,1994,9,Total (Duration of stay in days),253970
1994-10-01,1994,10,Total (Duration of stay in days),301590
1994-11-01,1994,11,Total (Duration of stay in days),311000
1994-12-01,1994,12,Total (Duration of stay in days),384010
1995-01-01,1995,1,Total (Duration of stay in days),303760
1995-02-01,1995,2,Total (Duration of stay in days),319050
1995-03-01,1995,3,Total (Duration of stay in days),313540
1995-04-01,1995,4,Total (Duration of stay in days),294160
1995-05-01,1995,5,Total (Duration of stay in days),244810
1995-06-01,1995,6,Total (Duration of stay in days),261440
1995-07-01,1995,7,Total (Duration of stay in days),329740
1995-08-01,1995,8,Total (Duration of stay in days),304900
1995-09-01,1995,9,Total (Duration of stay in days),268570
1995-10-01,1995,10,Total (Duration of stay in days),320660
1995-11-01,1995,11,Total (Duration of stay in days),342930
1995-12-01,1995,12,Total (Duration of stay in days),422260
1996-01-01,1996,1,Total (Duration of stay in days),317210
1996-02-01,1996,2,Total (Duration of stay in days),392690
1996-03-01,1996,3,Total (Duration of stay in days),365550
1996-04-01,1996,4,Total (Duration of stay in days),333200
1996-05-01,1996,5,Total (Duration of stay in days),261510
1996-06-01,1996,6,Total (Duration of stay in days),306930
1996-07-01,1996,7,Total (Duration of stay in days),358230
1996-08-01,1996,8,Total (Duration of stay in days),329240
1996-09-01,1996,9,Total (Duration of stay in days),309160
1996-10-01,1996,10,Total (Duration of stay in days),350360
1996-11-01,1996,11,Total (Duration of stay in days),375570
1996-12-01,1996,12,Total (Duration of stay in days),465180
1997-01-01,1997,1,Total (Duration of stay in days),342890
1997-02-01,1997,2,Total (Duration of stay in days),407960
1997-03-01,1997,3,Total (Duration of stay in days),390900
1997-04-01,1997,4,Total (Duration of stay in days),325900
1997-05-01,1997,5,Total (Duration of stay in days),289100
1997-06-01,1997,6,Total (Duration of stay in days),308180
1997-07-01,1997,7,Total (Duration of stay in days),397360
1997-08-01,1997,8,Total (Duration of stay in days),330430
1997-09-01,1997,9,Total (Duration of stay in days),330940
1997-10-01,1997,10,Total (Duration of stay in days),366480
1997-11-01,1997,11,Total (Duration of stay in days),379460
1997-12-01,1997,12,Total (Duration of stay in days),448280
1998-01-01,1998,1,Total (Duration of stay in days),346230
1998-02-01,1998,2,Total (Duration of stay in days),353610
1998-03-01,1998,3,Total (Duration of stay in days),338560
1998-04-01,1998,4,Total (Duration of stay in days),341080
1998-05-01,1998,5,Total (Duration of stay in days),283400
1998-06-01,1998,6,Total (Duration of stay in days),304190
1998-07-01,1998,7,Total (Duration of stay in days),372300
1998-08-01,1998,8,Total (Duration of stay in days),323680
1998-09-01,1998,9,Total (Duration of stay in days),323860
1998-10-01,1998,10,Total (Duration of stay in days),354750
1998-11-01,1998,11,Total (Duration of stay in days),367910
1998-12-01,1998,12,Total (Duration of stay in days),457640
1999-01-01,1999,1,Total (Duration of stay in days),350980
1999-02-01,1999,2,Total (Duration of stay in days),398570
1999-03-01,1999,3,Total (Duration of stay in days),389020
1999-04-01,1999,4,Total (Duration of stay in days),334130
1999-05-01,1999,5,Total (Duration of stay in days),298130
1999-06-01,1999,6,Total (Duration of stay in days),317060
1999-07-01,1999,7,Total (Duration of stay in days),388460
1999-08-01,1999,8,Total (Duration of stay in days),355610
1999-09-01,1999,9,Total (Duration of stay in days),353130
1999-10-01,1999,10,Total (Duration of stay in days),396980
1999-11-01,1999,11,Total (Duration of stay in days),416670
1999-12-01,1999,12,Total (Duration of stay in days),460780
2000-01-01,2000,1,Total (Duration of stay in days),360800
2000-02-01,2000,2,Total (Duration of stay in days),434590
2000-03-01,2000,3,Total (Duration of stay in days),411860
2000-04-01,2000,4,Total (Duration of stay in days),405620
2000-05-01,2000,5,Total (Duration of stay in days),319350
2000-06-01,2000,6,Total (Duration of stay in days),347940
2000-07-01,2000,7,Total (Duration of stay in days),429030
2000-08-01,2000,8,Total (Duration of stay in days),372850
2000-09-01,2000,9,Total (Duration of stay in days),402970
2000-10-01,2000,10,Total (Duration of stay in days),426510
2000-11-01,2000,11,Total (Duration of stay in days),459910
2000-12-01,2000,12,Total (Duration of stay in days),559930
2001-01-01,2001,1,Total (Duration of stay in days),416600
2001-02-01,2001,2,Total (Duration of stay in days),429200
2001-03-01,2001,3,Total (Duration of stay in days),428750
2001-04-01,2001,4,Total (Duration of stay in days),405380
2001-05-01,2001,5,Total (Duration of stay in days),330180
2001-06-01,2001,6,Total (Duration of stay in days),370020
2001-07-01,2001,7,Total (Duration of stay in days),446880
2001-08-01,2001,8,Total (Duration of stay in days),384590
2001-09-01,2001,9,Total (Duration of stay in days),366290
2001-10-01,2001,10,Total (Duration of stay in days),378470
2001-11-01,2001,11,Total (Duration of stay in days),376190
2001-12-01,2001,12,Total (Duration of stay in days),523190
2002-01-01,2002,1,Total (Duration of stay in days),379290
2002-02-01,2002,2,Total (Duration of stay in days),437240
2002-03-01,2002,3,Total (Duration of stay in days),446500
2002-04-01,2002,4,Total (Duration of stay in days),360310
2002-05-01,2002,5,Total (Duration of stay in days),329950
2002-06-01,2002,6,Total (Duration of stay in days),339390
2002-07-01,2002,7,Total (Duration of stay in days),418160
2002-08-01,2002,8,Total (Duration of stay in days),371940
2002-09-01,2002,9,Total (Duration of stay in days),358570
2002-10-01,2002,10,Total (Duration of stay in days),428860
2002-11-01,2002,11,Total (Duration of stay in days),437020
2002-12-01,2002,12,Total (Duration of stay in days),533970
2003-01-01,2003,1,Total (Duration of stay in days),396650
2003-02-01,2003,2,Total (Duration of stay in days),427480
2003-03-01,2003,3,Total (Duration of stay in days),392470
2003-04-01,2003,4,Total (Duration of stay in days),321510
2003-05-01,2003,5,Total (Duration of stay in days),260900
2003-06-01,2003,6,Total (Duration of stay in days),308270
2003-07-01,2003,7,Total (Duration of stay in days),415510
2003-08-01,2003,8,Total (Duration of stay in days),362250
2003-09-01,2003,9,Total (Duration of stay in days),385600
2003-10-01,2003,10,Total (Duration of stay in days),435330
2003-11-01,2003,11,Total (Duration of stay in days),473280
2003-12-01,2003,12,Total (Duration of stay in days),566600
2004-01-01,2004,1,Total (Duration of stay in days),420170
2004-02-01,2004,2,Total (Duration of stay in days),454820
2004-03-01,2004,3,Total (Duration of stay in days),432280
2004-04-01,2004,4,Total (Duration of stay in days),402790
2004-05-01,2004,5,Total (Duration of stay in days),341260
2004-06-01,2004,6,Total (Duration of stay in days),367280
2004-07-01,2004,7,Total (Duration of stay in days),467550
